prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
svm_bal_acc_all1617 series_14 part2,0.636,0.786,0.711,0.667,0.636,21,12,9,33
svm_bal_acc_all1617 series_14 part3,0.75,0.714,0.732,0.706,0.75,24,8,12,30
svm_bal_acc_all1617 series_14 part4,0.625,0.69,0.658,0.615,0.625,20,12,13,29
svm_bal_acc_all1617 series_14 part5,0.781,0.762,0.772,0.746,0.781,25,7,10,32
svm_bal_acc_all1617 series_14 MEAN,0.702,0.725,0.714,0.68,0.702,22.6,9.6,11.6,30.6
svm_bal_acc_all1617 series_15 part1,0.656,0.767,0.712,0.667,0.656,21,11,10,33
svm_bal_acc_all1617 series_15 part2,0.727,0.643,0.685,0.667,0.727,24,9,15,27
svm_bal_acc_all1617 series_15 part3,0.75,0.762,0.756,0.727,0.75,24,8,10,32
svm_bal_acc_all1617 series_15 part4,0.75,0.738,0.744,0.716,0.75,24,8,11,31
svm_bal_acc_all1617 series_15 part5,0.688,0.714,0.701,0.667,0.688,22,10,12,30
svm_bal_acc_all1617 series_15 MEAN,0.714,0.725,0.72,0.689,0.714,23.0,9.2,11.6,30.6
svm_bal_acc_all1617 series_16 part1,0.781,0.767,0.774,0.746,0.781,25,7,10,33
svm_bal_acc_all1617 series_16 part2,0.576,0.595,0.585,0.551,0.576,19,14,17,25
svm_bal_acc_all1617 series_16 part3,0.625,0.762,0.693,0.645,0.625,20,12,10,32
svm_bal_acc_all1617 series_16 part4,0.75,0.69,0.72,0.696,0.75,24,8,13,29
svm_bal_acc_all1617 series_16 part5,0.656,0.881,0.769,0.724,0.656,21,11,5,37
svm_bal_acc_all1617 series_16 MEAN,0.678,0.739,0.708,0.672,0.678,21.8,10.4,11.0,31.2
svm_bal_acc_all1617 series_17 part1,0.667,0.738,0.702,0.667,0.667,22,11,11,31
svm_bal_acc_all1617 series_17 part2,0.688,0.791,0.739,0.698,0.688,22,10,9,34
svm_bal_acc_all1617 series_17 part3,0.781,0.69,0.736,0.714,0.781,25,7,13,29
svm_bal_acc_all1617 series_17 part4,0.625,0.69,0.658,0.615,0.625,20,12,13,29
svm_bal_acc_all1617 series_17 part5,0.562,0.714,0.638,0.581,0.562,18,14,12,30
svm_bal_acc_all1617 series_17 MEAN,0.665,0.725,0.695,0.655,0.665,21.4,10.8,11.6,30.6
svm_bal_acc_all1617 series_18 part1,0.812,0.674,0.743,0.722,0.812,26,6,14,29
svm_bal_acc_all1617 series_18 part2,0.788,0.714,0.751,0.732,0.788,26,7,12,30
svm_bal_acc_all1617 series_18 part3,0.656,0.833,0.745,0.7,0.656,21,11,7,35
svm_bal_acc_all1617 series_18 part4,0.844,0.714,0.779,0.761,0.844,27,5,12,30
svm_bal_acc_all1617 series_18 part5,0.719,0.762,0.74,0.708,0.719,23,9,10,32
svm_bal_acc_all1617 series_18 MEAN,0.764,0.74,0.752,0.725,0.764,24.6,7.6,11.0,31.2
svm_bal_acc_all1617 series_19 part1,0.667,0.786,0.726,0.688,0.667,22,11,9,33
svm_bal_acc_all1617 series_19 part2,0.656,0.651,0.654,0.618,0.656,21,11,15,28
svm_bal_acc_all1617 series_19 part3,0.844,0.786,0.815,0.794,0.844,27,5,9,33
svm_bal_acc_all1617 series_19 part4,0.719,0.738,0.728,0.697,0.719,23,9,11,31
svm_bal_acc_all1617 series_19 part5,0.812,0.762,0.787,0.765,0.812,26,6,10,32
svm_bal_acc_all1617 series_19 MEAN,0.74,0.745,0.742,0.712,0.74,23.8,8.4,10.8,31.4
svm_bal_acc_all1617 series_20 part1,0.697,0.714,0.706,0.676,0.697,23,10,12,30
svm_bal_acc_all1617 series_20 part2,0.719,0.651,0.685,0.657,0.719,23,9,15,28
svm_bal_acc_all1617 series_20 part3,0.562,0.786,0.674,0.61,0.562,18,14,9,33
svm_bal_acc_all1617 series_20 part4,0.562,0.81,0.686,0.621,0.562,18,14,8,34
svm_bal_acc_all1617 series_20 part5,0.812,0.524,0.668,0.667,0.812,26,6,20,22
svm_bal_acc_all1617 series_20 MEAN,0.671,0.697,0.684,0.646,0.671,21.6,10.6,12.8,29.4
svm_bal_acc_all1617 series_21 part1,0.812,0.674,0.743,0.722,0.812,26,6,14,29
svm_bal_acc_all1617 series_21 part2,0.667,0.786,0.726,0.688,0.667,22,11,9,33
svm_bal_acc_all1617 series_21 part3,0.688,0.69,0.689,0.657,0.688,22,10,13,29
svm_bal_acc_all1617 series_21 part4,0.625,0.786,0.705,0.656,0.625,20,12,9,33
svm_bal_acc_all1617 series_21 part5,0.781,0.595,0.688,0.676,0.781,25,7,17,25
svm_bal_acc_all1617 series_21 MEAN,0.715,0.706,0.71,0.68,0.715,23.0,9.2,12.4,29.8
svm_bal_acc_all1617 series_22 part1,0.688,0.674,0.681,0.647,0.688,22,10,14,29
svm_bal_acc_all1617 series_22 part2,0.788,0.667,0.727,0.712,0.788,26,7,14,28
svm_bal_acc_all1617 series_22 part3,0.562,0.81,0.686,0.621,0.562,18,14,8,34
svm_bal_acc_all1617 series_22 part4,0.625,0.786,0.705,0.656,0.625,20,12,9,33
svm_bal_acc_all1617 series_22 part5,0.625,0.786,0.705,0.656,0.625,20,12,9,33
svm_bal_acc_all1617 series_22 MEAN,0.658,0.744,0.701,0.658,0.658,21.2,11.0,10.8,31.4
svm_bal_acc_all1718 series_01 part1,0.548,0.812,0.68,0.596,0.548,17,14,9,39
svm_bal_acc_all1718 series_01 part2,0.581,0.896,0.738,0.667,0.581,18,13,5,43
svm_bal_acc_all1718 series_01 part3,0.71,0.688,0.699,0.647,0.71,22,9,15,33
svm_bal_acc_all1718 series_01 part4,0.742,0.681,0.711,0.667,0.742,23,8,15,32
svm_bal_acc_all1718 series_01 part5,0.733,0.75,0.742,0.688,0.733,22,8,12,36
svm_bal_acc_all1718 series_01 MEAN,0.663,0.765,0.714,0.653,0.663,20.4,10.4,11.2,36.6
svm_bal_acc_all1718 series_02 part1,0.742,0.792,0.767,0.719,0.742,23,8,10,38
svm_bal_acc_all1718 series_02 part2,0.581,0.729,0.655,0.581,0.581,18,13,13,35
svm_bal_acc_all1718 series_02 part3,0.71,0.688,0.699,0.647,0.71,22,9,15,33
svm_bal_acc_all1718 series_02 part4,0.733,0.792,0.762,0.71,0.733,22,8,10,38
svm_bal_acc_all1718 series_02 part5,0.581,0.766,0.673,0.6,0.581,18,13,11,36
svm_bal_acc_all1718 series_02 MEAN,0.669,0.753,0.711,0.651,0.669,20.6,10.2,11.8,36.0
svm_bal_acc_all1718 series_03 part1,0.742,0.667,0.704,0.657,0.742,23,8,16,32
svm_bal_acc_all1718 series_03 part2,0.516,0.771,0.643,0.552,0.516,16,15,11,37
svm_bal_acc_all1718 series_03 part3,0.677,0.625,0.651,0.6,0.677,21,10,18,30
svm_bal_acc_all1718 series_03 part4,0.806,0.83,0.818,0.781,0.806,25,6,8,39
svm_bal_acc_all1718 series_03 part5,0.633,0.75,0.692,0.623,0.633,19,11,12,36
svm_bal_acc_all1718 series_03 MEAN,0.675,0.728,0.702,0.643,0.675,20.8,10.0,13.0,34.8
svm_bal_acc_all1718 series_04 part1,0.581,0.792,0.686,0.61,0.581,18,13,10,38
svm_bal_acc_all1718 series_04 part2,0.806,0.667,0.737,0.694,0.806,25,6,16,32
svm_bal_acc_all1718 series_04 part3,0.613,0.729,0.671,0.603,0.613,19,12,13,35
svm_bal_acc_all1718 series_04 part4,0.767,0.792,0.779,0.73,0.767,23,7,10,38
svm_bal_acc_all1718 series_04 part5,0.581,0.702,0.641,0.571,0.581,18,13,14,33
svm_bal_acc_all1718 series_04 MEAN,0.669,0.736,0.703,0.642,0.669,20.6,10.2,12.6,35.2
svm_bal_acc_all1718 series_05 part1,0.452,0.771,0.611,0.5,0.452,14,17,11,37
svm_bal_acc_all1718 series_05 part2,0.774,0.854,0.814,0.774,0.774,24,7,7,41
svm_bal_acc_all1718 series_05 part3,0.677,0.75,0.714,0.656,0.677,21,10,12,36
svm_bal_acc_all1718 series_05 part4,0.867,0.667,0.767,0.722,0.867,26,4,16,32
svm_bal_acc_all1718 series_05 part5,0.548,0.745,0.647,0.567,0.548,17,14,12,35
svm_bal_acc_all1718 series_05 MEAN,0.664,0.757,0.71,0.644,0.664,20.4,10.4,11.6,36.2
svm_bal_acc_all1718 series_06 part1,0.742,0.833,0.788,0.742,0.742,23,8,8,40
svm_bal_acc_all1718 series_06 part2,0.613,0.75,0.681,0.613,0.613,19,12,12,36
svm_bal_acc_all1718 series_06 part3,0.581,0.688,0.634,0.562,0.581,18,13,15,33
svm_bal_acc_all1718 series_06 part4,0.8,0.792,0.796,0.75,0.8,24,6,10,38
svm_bal_acc_all1718 series_06 part5,0.677,0.787,0.732,0.677,0.677,21,10,10,37
svm_bal_acc_all1718 series_06 MEAN,0.683,0.77,0.726,0.669,0.683,21.0,9.8,11.0,36.8
svm_bal_acc_all1718 series_07 part1,0.645,0.812,0.729,0.667,0.645,20,11,9,39
svm_bal_acc_all1718 series_07 part2,0.581,0.833,0.707,0.632,0.581,18,13,8,40
svm_bal_acc_all1718 series_07 part3,0.71,0.792,0.751,0.698,0.71,22,9,10,38
svm_bal_acc_all1718 series_07 part4,0.71,0.745,0.727,0.677,0.71,22,9,12,35
svm_bal_acc_all1718 series_07 part5,0.767,0.75,0.758,0.708,0.767,23,7,12,36
svm_bal_acc_all1718 series_07 MEAN,0.682,0.786,0.734,0.676,0.682,21.0,9.8,10.2,37.6
svm_bal_acc_all1718 series_08 part1,0.452,0.812,0.632,0.519,0.452,14,17,9,39
svm_bal_acc_all1718 series_08 part2,0.71,0.729,0.719,0.667,0.71,22,9,13,35
svm_bal_acc_all1718 series_08 part3,0.742,0.833,0.788,0.742,0.742,23,8,8,40
svm_bal_acc_all1718 series_08 part4,0.867,0.833,0.85,0.812,0.867,26,4,8,40
svm_bal_acc_all1718 series_08 part5,0.71,0.809,0.759,0.71,0.71,22,9,9,38
svm_bal_acc_all1718 series_08 MEAN,0.696,0.803,0.75,0.69,0.696,21.4,9.4,9.4,38.4
svm_bal_acc_all1718 series_09 part1,0.774,0.729,0.752,0.706,0.774,24,7,13,35
svm_bal_acc_all1718 series_09 part2,0.645,0.812,0.729,0.667,0.645,20,11,9,39
svm_bal_acc_all1718 series_09 part3,0.774,0.812,0.793,0.75,0.774,24,7,9,39
svm_bal_acc_all1718 series_09 part4,0.633,0.708,0.671,0.603,0.633,19,11,14,34
svm_bal_acc_all1718 series_09 part5,0.645,0.766,0.706,0.645,0.645,20,11,11,36
svm_bal_acc_all1718 series_09 MEAN,0.694,0.766,0.73,0.674,0.694,21.4,9.4,11.2,36.6
svm_bal_acc_all1718 series_10 part1,0.774,0.708,0.741,0.696,0.774,24,7,14,34
svm_bal_acc_all1718 series_10 part2,0.806,0.812,0.809,0.769,0.806,25,6,9,39
svm_bal_acc_all1718 series_10 part3,0.581,0.854,0.717,0.643,0.581,18,13,7,41
svm_bal_acc_all1718 series_10 part4,0.645,0.723,0.684,0.625,0.645,20,11,13,34
svm_bal_acc_all1718 series_10 part5,0.767,0.771,0.769,0.719,0.767,23,7,11,37
svm_bal_acc_all1718 series_10 MEAN,0.715,0.774,0.744,0.69,0.715,22.0,8.8,10.8,37.0
svm_bal_acc_all1718 series_11 part1,0.645,0.854,0.75,0.69,0.645,20,11,7,41
svm_bal_acc_all1718 series_11 part2,0.71,0.771,0.74,0.688,0.71,22,9,11,37
svm_bal_acc_all1718 series_11 part3,0.71,0.708,0.709,0.657,0.71,22,9,14,34
svm_bal_acc_all1718 series_11 part4,0.645,0.766,0.706,0.645,0.645,20,11,11,36
svm_bal_acc_all1718 series_11 part5,0.767,0.812,0.79,0.742,0.767,23,7,9,39
svm_bal_acc_all1718 series_11 MEAN,0.695,0.782,0.739,0.684,0.695,21.4,9.4,10.4,37.4
svm_bal_acc_all1718 series_12 part1,0.806,0.75,0.778,0.735,0.806,25,6,12,36
svm_bal_acc_all1718 series_12 part2,0.71,0.896,0.803,0.759,0.71,22,9,5,43
svm_bal_acc_all1718 series_12 part3,0.677,0.812,0.745,0.689,0.677,21,10,9,39
svm_bal_acc_all1718 series_12 part4,0.867,0.729,0.798,0.754,0.867,26,4,13,35
svm_bal_acc_all1718 series_12 part5,0.774,0.766,0.77,0.727,0.774,24,7,11,36
svm_bal_acc_all1718 series_12 MEAN,0.767,0.791,0.779,0.733,0.767,23.6,7.2,10.0,37.8
svm_bal_acc_all1718 series_13 part1,0.742,0.875,0.808,0.767,0.742,23,8,6,42
svm_bal_acc_all1718 series_13 part2,0.806,0.854,0.83,0.794,0.806,25,6,7,41
svm_bal_acc_all1718 series_13 part3,0.871,0.833,0.852,0.818,0.871,27,4,8,40
svm_bal_acc_all1718 series_13 part4,0.867,0.729,0.798,0.754,0.867,26,4,13,35
svm_bal_acc_all1718 series_13 part5,0.903,0.809,0.856,0.824,0.903,28,3,9,38
svm_bal_acc_all1718 series_13 MEAN,0.838,0.82,0.829,0.791,0.838,25.8,5.0,8.6,39.2
svm_bal_acc_all1718 series_14 part1,0.742,0.729,0.736,0.687,0.742,23,8,13,35
svm_bal_acc_all1718 series_14 part2,0.903,0.833,0.868,0.836,0.903,28,3,8,40
svm_bal_acc_all1718 series_14 part3,0.774,0.812,0.793,0.75,0.774,24,7,9,39
svm_bal_acc_all1718 series_14 part4,0.733,0.708,0.721,0.667,0.733,22,8,14,34
svm_bal_acc_all1718 series_14 part5,0.71,0.872,0.791,0.746,0.71,22,9,6,41
svm_bal_acc_all1718 series_14 MEAN,0.772,0.791,0.782,0.737,0.772,23.8,7.0,10.0,37.8
svm_bal_acc_all1718 series_15 part1,0.839,0.792,0.815,0.776,0.839,26,5,10,38
svm_bal_acc_all1718 series_15 part2,0.71,0.771,0.74,0.688,0.71,22,9,11,37
svm_bal_acc_all1718 series_15 part3,0.774,0.729,0.752,0.706,0.774,24,7,13,35
svm_bal_acc_all1718 series_15 part4,0.645,0.787,0.716,0.656,0.645,20,11,10,37
svm_bal_acc_all1718 series_15 part5,0.9,0.833,0.867,0.831,0.9,27,3,8,40
svm_bal_acc_all1718 series_15 MEAN,0.774,0.782,0.778,0.731,0.774,23.8,7.0,10.4,37.4
svm_bal_acc_all1718 series_16 part1,0.806,0.729,0.768,0.725,0.806,25,6,13,35
svm_bal_acc_all1718 series_16 part2,0.806,0.854,0.83,0.794,0.806,25,6,7,41
svm_bal_acc_all1718 series_16 part3,0.806,0.875,0.841,0.806,0.806,25,6,6,42
svm_bal_acc_all1718 series_16 part4,0.903,0.723,0.813,0.778,0.903,28,3,13,34
svm_bal_acc_all1718 series_16 part5,0.767,0.875,0.821,0.78,0.767,23,7,6,42
svm_bal_acc_all1718 series_16 MEAN,0.818,0.811,0.815,0.776,0.818,25.2,5.6,9.0,38.8
svm_bal_acc_all1718 series_17 part1,0.806,0.75,0.778,0.735,0.806,25,6,12,36
svm_bal_acc_all1718 series_17 part2,0.677,0.896,0.787,0.737,0.677,21,10,5,43
svm_bal_acc_all1718 series_17 part3,0.645,0.708,0.677,0.615,0.645,20,11,14,34
svm_bal_acc_all1718 series_17 part4,0.7,0.771,0.735,0.677,0.7,21,9,11,37
svm_bal_acc_all1718 series_17 part5,0.71,0.66,0.685,0.638,0.71,22,9,16,31
svm_bal_acc_all1718 series_17 MEAN,0.708,0.757,0.732,0.681,0.708,21.8,9.0,11.6,36.2
svm_bal_acc_all1718 series_18 part1,0.581,0.688,0.634,0.562,0.581,18,13,15,33
svm_bal_acc_all1718 series_18 part2,0.645,0.708,0.677,0.615,0.645,20,11,14,34
svm_bal_acc_all1718 series_18 part3,0.613,0.771,0.692,0.623,0.613,19,12,11,37
svm_bal_acc_all1718 series_18 part4,0.806,0.745,0.776,0.735,0.806,25,6,12,35
svm_bal_acc_all1718 series_18 part5,0.767,0.771,0.769,0.719,0.767,23,7,11,37
svm_bal_acc_all1718 series_18 MEAN,0.682,0.736,0.709,0.651,0.682,21.0,9.8,12.6,35.2
svm_bal_acc_all1718 series_19 part1,0.774,0.833,0.804,0.762,0.774,24,7,8,40
svm_bal_acc_all1718 series_19 part2,0.677,0.792,0.735,0.677,0.677,21,10,10,38
svm_bal_acc_all1718 series_19 part3,0.806,0.75,0.778,0.735,0.806,25,6,12,36
svm_bal_acc_all1718 series_19 part4,0.867,0.854,0.86,0.825,0.867,26,4,7,41
svm_bal_acc_all1718 series_19 part5,0.742,0.681,0.711,0.667,0.742,23,8,15,32
svm_bal_acc_all1718 series_19 MEAN,0.773,0.782,0.778,0.733,0.773,23.8,7.0,10.4,37.4
svm_bal_acc_all1718 series_20 part1,0.774,0.771,0.773,0.727,0.774,24,7,11,37
svm_bal_acc_all1718 series_20 part2,0.774,0.75,0.762,0.716,0.774,24,7,12,36
svm_bal_acc_all1718 series_20 part3,0.774,0.708,0.741,0.696,0.774,24,7,14,34
svm_bal_acc_all1718 series_20 part4,0.833,0.729,0.781,0.735,0.833,25,5,13,35
svm_bal_acc_all1718 series_20 part5,0.677,0.872,0.775,0.724,0.677,21,10,6,41
svm_bal_acc_all1718 series_20 MEAN,0.767,0.766,0.766,0.72,0.767,23.6,7.2,11.2,36.6
svm_bal_acc_all1718 series_21 part1,0.774,0.833,0.804,0.762,0.774,24,7,8,40
svm_bal_acc_all1718 series_21 part2,0.806,0.812,0.809,0.769,0.806,25,6,9,39
svm_bal_acc_all1718 series_21 part3,0.613,0.812,0.713,0.644,0.613,19,12,9,39
svm_bal_acc_all1718 series_21 part4,0.806,0.702,0.754,0.714,0.806,25,6,14,33
svm_bal_acc_all1718 series_21 part5,0.733,0.771,0.752,0.698,0.733,22,8,11,37
svm_bal_acc_all1718 series_21 MEAN,0.747,0.786,0.766,0.718,0.747,23.0,7.8,10.2,37.6
svm_bal_acc_all1718 series_22 part1,0.839,0.729,0.784,0.743,0.839,26,5,13,35
svm_bal_acc_all1718 series_22 part2,0.742,0.75,0.746,0.697,0.742,23,8,12,36
svm_bal_acc_all1718 series_22 part3,0.774,0.771,0.773,0.727,0.774,24,7,11,37
svm_bal_acc_all1718 series_22 part4,0.742,0.723,0.733,0.687,0.742,23,8,13,34
svm_bal_acc_all1718 series_22 part5,0.833,0.729,0.781,0.735,0.833,25,5,13,35
svm_bal_acc_all1718 series_22 MEAN,0.786,0.741,0.763,0.718,0.786,24.2,6.6,12.4,35.4
svm_bal_acc_all1819 series_01 part1,0.606,0.782,0.694,0.615,0.606,20,13,12,43
svm_bal_acc_all1819 series_01 part2,0.606,0.8,0.703,0.625,0.606,20,13,11,44
svm_bal_acc_all1819 series_01 part3,0.697,0.722,0.71,0.648,0.697,23,10,15,39
svm_bal_acc_all1819 series_01 part4,0.636,0.815,0.726,0.656,0.636,21,12,10,44
svm_bal_acc_all1819 series_01 part5,0.75,0.691,0.72,0.658,0.75,24,8,17,38
svm_bal_acc_all1819 series_01 MEAN,0.659,0.762,0.711,0.64,0.659,21.6,11.2,13.0,41.6
svm_bal_acc_all1819 series_02 part1,0.727,0.818,0.773,0.716,0.727,24,9,10,45
svm_bal_acc_all1819 series_02 part2,0.697,0.8,0.748,0.687,0.697,23,10,11,44
svm_bal_acc_all1819 series_02 part3,0.667,0.815,0.741,0.677,0.667,22,11,10,44
svm_bal_acc_all1819 series_02 part4,0.667,0.852,0.759,0.698,0.667,22,11,8,46
svm_bal_acc_all1819 series_02 part5,0.719,0.818,0.768,0.708,0.719,23,9,10,45
svm_bal_acc_all1819 series_02 MEAN,0.695,0.821,0.758,0.697,0.695,22.8,10.0,9.8,44.8
svm_bal_acc_all1819 series_03 part1,0.576,0.855,0.715,0.633,0.576,19,14,8,47
svm_bal_acc_all1819 series_03 part2,0.848,0.764,0.806,0.757,0.848,28,5,13,42
svm_bal_acc_all1819 series_03 part3,0.594,0.745,0.67,0.585,0.594,19,13,14,41
svm_bal_acc_all1819 series_03 part4,0.758,0.833,0.795,0.746,0.758,25,8,9,45
svm_bal_acc_all1819 series_03 part5,0.636,0.722,0.679,0.609,0.636,21,12,15,39
svm_bal_acc_all1819 series_03 MEAN,0.682,0.784,0.733,0.666,0.682,22.4,10.4,11.8,42.8
svm_bal_acc_all1819 series_04 part1,0.394,0.836,0.615,0.473,0.394,13,20,9,46
svm_bal_acc_all1819 series_04 part2,0.818,0.727,0.773,0.72,0.818,27,6,15,40
svm_bal_acc_all1819 series_04 part3,0.515,0.815,0.665,0.567,0.515,17,16,10,44
svm_bal_acc_all1819 series_04 part4,0.667,0.685,0.676,0.611,0.667,22,11,17,37
svm_bal_acc_all1819 series_04 part5,0.75,0.709,0.73,0.667,0.75,24,8,16,39
svm_bal_acc_all1819 series_04 MEAN,0.629,0.755,0.692,0.607,0.629,20.6,12.2,13.4,41.2
svm_bal_acc_all1819 series_05 part1,0.636,0.691,0.664,0.592,0.636,21,12,17,38
svm_bal_acc_all1819 series_05 part2,0.636,0.745,0.691,0.618,0.636,21,12,14,41
svm_bal_acc_all1819 series_05 part3,0.562,0.745,0.654,0.562,0.562,18,14,14,41
svm_bal_acc_all1819 series_05 part4,0.758,0.852,0.805,0.758,0.758,25,8,8,46
svm_bal_acc_all1819 series_05 part5,0.697,0.759,0.728,0.667,0.697,23,10,13,41
svm_bal_acc_all1819 series_05 MEAN,0.658,0.759,0.708,0.639,0.658,21.6,11.2,13.2,41.4
svm_bal_acc_all1819 series_06 part1,0.697,0.8,0.748,0.687,0.697,23,10,11,44
svm_bal_acc_all1819 series_06 part2,0.727,0.764,0.745,0.686,0.727,24,9,13,42
svm_bal_acc_all1819 series_06 part3,0.562,0.673,0.618,0.529,0.562,18,14,18,37
svm_bal_acc_all1819 series_06 part4,0.697,0.852,0.774,0.719,0.697,23,10,8,46
svm_bal_acc_all1819 series_06 part5,0.667,0.852,0.759,0.698,0.667,22,11,8,46
svm_bal_acc_all1819 series_06 MEAN,0.67,0.788,0.729,0.664,0.67,22.0,10.8,11.6,43.0
svm_bal_acc_all1819 series_07 part1,0.697,0.8,0.748,0.687,0.697,23,10,11,44
svm_bal_acc_all1819 series_07 part2,0.758,0.745,0.752,0.694,0.758,25,8,14,41
svm_bal_acc_all1819 series_07 part3,0.625,0.709,0.667,0.588,0.625,20,12,16,39
svm_bal_acc_all1819 series_07 part4,0.606,0.796,0.701,0.625,0.606,20,13,11,43
svm_bal_acc_all1819 series_07 part5,0.667,0.815,0.741,0.677,0.667,22,11,10,44
svm_bal_acc_all1819 series_07 MEAN,0.67,0.773,0.722,0.654,0.67,22.0,10.8,12.4,42.2
svm_bal_acc_all1819 series_08 part1,0.606,0.818,0.712,0.635,0.606,20,13,10,45
svm_bal_acc_all1819 series_08 part2,0.667,0.636,0.652,0.587,0.667,22,11,20,35
svm_bal_acc_all1819 series_08 part3,0.531,0.855,0.693,0.596,0.531,17,15,8,47
svm_bal_acc_all1819 series_08 part4,0.758,0.778,0.768,0.714,0.758,25,8,12,42
svm_bal_acc_all1819 series_08 part5,0.667,0.741,0.704,0.638,0.667,22,11,14,40
svm_bal_acc_all1819 series_08 MEAN,0.646,0.766,0.706,0.634,0.646,21.2,11.6,12.8,41.8
svm_bal_acc_all1819 series_09 part1,0.727,0.764,0.745,0.686,0.727,24,9,13,42
svm_bal_acc_all1819 series_09 part2,0.758,0.745,0.752,0.694,0.758,25,8,14,41
svm_bal_acc_all1819 series_09 part3,0.719,0.745,0.732,0.667,0.719,23,9,14,41
svm_bal_acc_all1819 series_09 part4,0.727,0.796,0.762,0.706,0.727,24,9,11,43
svm_bal_acc_all1819 series_09 part5,0.576,0.796,0.686,0.603,0.576,19,14,11,43
svm_bal_acc_all1819 series_09 MEAN,0.701,0.769,0.735,0.671,0.701,23.0,9.8,12.6,42.0
svm_bal_acc_all1819 series_10 part1,0.636,0.782,0.709,0.636,0.636,21,12,12,43
svm_bal_acc_all1819 series_10 part2,0.667,0.764,0.715,0.647,0.667,22,11,13,42
svm_bal_acc_all1819 series_10 part3,0.697,0.704,0.7,0.639,0.697,23,10,16,38
svm_bal_acc_all1819 series_10 part4,0.606,0.833,0.72,0.645,0.606,20,13,9,45
svm_bal_acc_all1819 series_10 part5,0.844,0.818,0.831,0.783,0.844,27,5,10,45
svm_bal_acc_all1819 series_10 MEAN,0.69,0.78,0.735,0.67,0.69,22.6,10.2,12.0,42.6
svm_bal_acc_all1819 series_11 part1,0.788,0.818,0.803,0.754,0.788,26,7,10,45
svm_bal_acc_all1819 series_11 part2,0.455,0.818,0.636,0.517,0.455,15,18,10,45
svm_bal_acc_all1819 series_11 part3,0.812,0.764,0.788,0.732,0.812,26,6,13,42
svm_bal_acc_all1819 series_11 part4,0.727,0.889,0.808,0.762,0.727,24,9,6,48
svm_bal_acc_all1819 series_11 part5,0.667,0.815,0.741,0.677,0.667,22,11,10,44
svm_bal_acc_all1819 series_11 MEAN,0.69,0.821,0.755,0.688,0.69,22.6,10.2,9.8,44.8
svm_bal_acc_all1819 series_12 part1,0.697,0.764,0.73,0.667,0.697,23,10,13,42
svm_bal_acc_all1819 series_12 part2,0.727,0.782,0.755,0.696,0.727,24,9,12,43
svm_bal_acc_all1819 series_12 part3,0.719,0.836,0.778,0.719,0.719,23,9,9,46
svm_bal_acc_all1819 series_12 part4,0.576,0.907,0.742,0.667,0.576,19,14,5,49
svm_bal_acc_all1819 series_12 part5,0.788,0.796,0.792,0.743,0.788,26,7,11,43
svm_bal_acc_all1819 series_12 MEAN,0.701,0.817,0.759,0.698,0.701,23.0,9.8,10.0,44.6
svm_bal_acc_all1819 series_13 part1,0.667,0.836,0.752,0.688,0.667,22,11,9,46
svm_bal_acc_all1819 series_13 part2,0.818,0.745,0.782,0.73,0.818,27,6,14,41
svm_bal_acc_all1819 series_13 part3,0.625,0.891,0.758,0.69,0.625,20,12,6,49
svm_bal_acc_all1819 series_13 part4,0.727,0.611,0.669,0.615,0.727,24,9,21,33
svm_bal_acc_all1819 series_13 part5,0.788,0.852,0.82,0.776,0.788,26,7,8,46
svm_bal_acc_all1819 series_13 MEAN,0.725,0.787,0.756,0.7,0.725,23.8,9.0,11.6,43.0
svm_bal_acc_all1819 series_14 part1,0.636,0.836,0.736,0.667,0.636,21,12,9,46
svm_bal_acc_all1819 series_14 part2,0.758,0.818,0.788,0.735,0.758,25,8,10,45
svm_bal_acc_all1819 series_14 part3,0.75,0.855,0.802,0.75,0.75,24,8,8,47
svm_bal_acc_all1819 series_14 part4,0.697,0.778,0.737,0.676,0.697,23,10,12,42
svm_bal_acc_all1819 series_14 part5,0.879,0.796,0.838,0.795,0.879,29,4,11,43
svm_bal_acc_all1819 series_14 MEAN,0.744,0.817,0.78,0.725,0.744,24.4,8.4,10.0,44.6
svm_bal_acc_all1819 series_15 part1,0.727,0.745,0.736,0.676,0.727,24,9,14,41
svm_bal_acc_all1819 series_15 part2,0.576,0.745,0.661,0.576,0.576,19,14,14,41
svm_bal_acc_all1819 series_15 part3,0.719,0.855,0.787,0.73,0.719,23,9,8,47
svm_bal_acc_all1819 series_15 part4,0.636,0.833,0.735,0.667,0.636,21,12,9,45
svm_bal_acc_all1819 series_15 part5,0.788,0.815,0.801,0.754,0.788,26,7,10,44
svm_bal_acc_all1819 series_15 MEAN,0.689,0.799,0.744,0.68,0.689,22.6,10.2,11.0,43.6
svm_bal_acc_all1819 series_16 part1,0.667,0.873,0.77,0.71,0.667,22,11,7,48
svm_bal_acc_all1819 series_16 part2,0.818,0.855,0.836,0.794,0.818,27,6,8,47
svm_bal_acc_all1819 series_16 part3,0.688,0.873,0.78,0.721,0.688,22,10,7,48
svm_bal_acc_all1819 series_16 part4,0.788,0.741,0.764,0.712,0.788,26,7,14,40
svm_bal_acc_all1819 series_16 part5,0.727,0.722,0.725,0.667,0.727,24,9,15,39
svm_bal_acc_all1819 series_16 MEAN,0.738,0.813,0.775,0.721,0.738,24.2,8.6,10.2,44.4
