prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
rf_bal_acc_all1718 series_07 part1,0.645,0.833,0.739,0.678,0.645,20,11,8,40
rf_bal_acc_all1718 series_07 part2,0.581,0.896,0.738,0.667,0.581,18,13,5,43
rf_bal_acc_all1718 series_07 part3,0.677,0.875,0.776,0.724,0.677,21,10,6,42
rf_bal_acc_all1718 series_07 part4,0.613,0.872,0.743,0.679,0.613,19,12,6,41
rf_bal_acc_all1718 series_07 part5,0.567,0.771,0.669,0.586,0.567,17,13,11,37
rf_bal_acc_all1718 series_07 MEAN,0.617,0.849,0.733,0.667,0.617,19.0,11.8,7.2,40.6
rf_bal_acc_all1718 series_08 part1,0.452,0.896,0.674,0.56,0.452,14,17,5,43
rf_bal_acc_all1718 series_08 part2,0.645,0.875,0.76,0.702,0.645,20,11,6,42
rf_bal_acc_all1718 series_08 part3,0.613,0.854,0.734,0.667,0.613,19,12,7,41
rf_bal_acc_all1718 series_08 part4,0.7,0.833,0.767,0.712,0.7,21,9,8,40
rf_bal_acc_all1718 series_08 part5,0.645,0.894,0.769,0.714,0.645,20,11,5,42
rf_bal_acc_all1718 series_08 MEAN,0.611,0.87,0.741,0.671,0.611,18.8,12.0,6.2,41.6
rf_bal_acc_all1718 series_09 part1,0.871,0.792,0.831,0.794,0.871,27,4,10,38
rf_bal_acc_all1718 series_09 part2,0.581,0.979,0.78,0.72,0.581,18,13,1,47
rf_bal_acc_all1718 series_09 part3,0.645,0.688,0.666,0.606,0.645,20,11,15,33
rf_bal_acc_all1718 series_09 part4,0.567,0.917,0.742,0.667,0.567,17,13,4,44
rf_bal_acc_all1718 series_09 part5,0.581,0.957,0.769,0.706,0.581,18,13,2,45
rf_bal_acc_all1718 series_09 MEAN,0.649,0.866,0.758,0.699,0.649,20.0,10.8,6.4,41.4
rf_bal_acc_all1718 series_10 part1,0.677,0.854,0.766,0.712,0.677,21,10,7,41
rf_bal_acc_all1718 series_10 part2,0.645,0.875,0.76,0.702,0.645,20,11,6,42
rf_bal_acc_all1718 series_10 part3,0.484,0.958,0.721,0.625,0.484,15,16,2,46
rf_bal_acc_all1718 series_10 part4,0.645,0.957,0.801,0.755,0.645,20,11,2,45
rf_bal_acc_all1718 series_10 part5,0.6,0.792,0.696,0.621,0.6,18,12,10,38
rf_bal_acc_all1718 series_10 MEAN,0.61,0.887,0.749,0.683,0.61,18.8,12.0,5.4,42.4
rf_bal_acc_all1718 series_11 part1,0.516,0.938,0.727,0.64,0.516,16,15,3,45
rf_bal_acc_all1718 series_11 part2,0.677,0.854,0.766,0.712,0.677,21,10,7,41
rf_bal_acc_all1718 series_11 part3,0.548,0.875,0.712,0.63,0.548,17,14,6,42
rf_bal_acc_all1718 series_11 part4,0.613,0.872,0.743,0.679,0.613,19,12,6,41
rf_bal_acc_all1718 series_11 part5,0.833,0.854,0.844,0.806,0.833,25,5,7,41
rf_bal_acc_all1718 series_11 MEAN,0.638,0.879,0.758,0.693,0.638,19.6,11.2,5.8,42.0
rf_bal_acc_all1718 series_12 part1,0.645,0.833,0.739,0.678,0.645,20,11,8,40
rf_bal_acc_all1718 series_12 part2,0.613,0.896,0.754,0.691,0.613,19,12,5,43
rf_bal_acc_all1718 series_12 part3,0.742,0.833,0.788,0.742,0.742,23,8,8,40
rf_bal_acc_all1718 series_12 part4,0.667,0.917,0.792,0.741,0.667,20,10,4,44
rf_bal_acc_all1718 series_12 part5,0.613,0.809,0.711,0.644,0.613,19,12,9,38
rf_bal_acc_all1718 series_12 MEAN,0.656,0.858,0.757,0.699,0.656,20.2,10.6,6.8,41.0
rf_bal_acc_all1718 series_13 part1,0.548,0.833,0.691,0.607,0.548,17,14,8,40
rf_bal_acc_all1718 series_13 part2,0.742,0.896,0.819,0.78,0.742,23,8,5,43
rf_bal_acc_all1718 series_13 part3,0.613,0.896,0.754,0.691,0.613,19,12,5,43
rf_bal_acc_all1718 series_13 part4,0.7,0.917,0.808,0.764,0.7,21,9,4,44
rf_bal_acc_all1718 series_13 part5,0.613,0.872,0.743,0.679,0.613,19,12,6,41
rf_bal_acc_all1718 series_13 MEAN,0.643,0.883,0.763,0.704,0.643,19.8,11.0,5.6,42.2
rf_bal_acc_all1718 series_14 part1,0.581,0.917,0.749,0.679,0.581,18,13,4,44
rf_bal_acc_all1718 series_14 part2,0.71,0.875,0.792,0.746,0.71,22,9,6,42
rf_bal_acc_all1718 series_14 part3,0.613,0.896,0.754,0.691,0.613,19,12,5,43
rf_bal_acc_all1718 series_14 part4,0.6,0.812,0.706,0.632,0.6,18,12,9,39
rf_bal_acc_all1718 series_14 part5,0.71,0.809,0.759,0.71,0.71,22,9,9,38
rf_bal_acc_all1718 series_14 MEAN,0.643,0.862,0.752,0.691,0.643,19.8,11.0,6.6,41.2
rf_bal_acc_all1718 series_15 part1,0.742,0.875,0.808,0.767,0.742,23,8,6,42
rf_bal_acc_all1718 series_15 part2,0.71,0.854,0.782,0.733,0.71,22,9,7,41
rf_bal_acc_all1718 series_15 part3,0.71,0.958,0.834,0.8,0.71,22,9,2,46
rf_bal_acc_all1718 series_15 part4,0.516,0.894,0.705,0.615,0.516,16,15,5,42
rf_bal_acc_all1718 series_15 part5,0.567,0.854,0.71,0.63,0.567,17,13,7,41
rf_bal_acc_all1718 series_15 MEAN,0.649,0.887,0.768,0.709,0.649,20.0,10.8,5.4,42.4
rf_bal_acc_all1718 series_16 part1,0.742,0.875,0.808,0.767,0.742,23,8,6,42
rf_bal_acc_all1718 series_16 part2,0.806,0.875,0.841,0.806,0.806,25,6,6,42
rf_bal_acc_all1718 series_16 part3,0.645,0.854,0.75,0.69,0.645,20,11,7,41
rf_bal_acc_all1718 series_16 part4,0.677,0.872,0.775,0.724,0.677,21,10,6,41
rf_bal_acc_all1718 series_16 part5,0.6,0.896,0.748,0.679,0.6,18,12,5,43
rf_bal_acc_all1718 series_16 MEAN,0.694,0.874,0.784,0.733,0.694,21.4,9.4,6.0,41.8
rf_bal_acc_all1718 series_17 part1,0.677,0.875,0.776,0.724,0.677,21,10,6,42
rf_bal_acc_all1718 series_17 part2,0.645,0.938,0.791,0.741,0.645,20,11,3,45
rf_bal_acc_all1718 series_17 part3,0.645,0.812,0.729,0.667,0.645,20,11,9,39
rf_bal_acc_all1718 series_17 part4,0.767,0.958,0.862,0.836,0.767,23,7,2,46
rf_bal_acc_all1718 series_17 part5,0.645,0.872,0.759,0.702,0.645,20,11,6,41
rf_bal_acc_all1718 series_17 MEAN,0.676,0.891,0.784,0.734,0.676,20.8,10.0,5.2,42.6
rf_bal_acc_all1718 series_18 part1,0.71,0.958,0.834,0.8,0.71,22,9,2,46
rf_bal_acc_all1718 series_18 part2,0.581,0.854,0.717,0.643,0.581,18,13,7,41
rf_bal_acc_all1718 series_18 part3,0.645,0.896,0.77,0.714,0.645,20,11,5,43
rf_bal_acc_all1718 series_18 part4,0.806,0.851,0.829,0.794,0.806,25,6,7,40
rf_bal_acc_all1718 series_18 part5,0.7,0.771,0.735,0.677,0.7,21,9,11,37
rf_bal_acc_all1718 series_18 MEAN,0.688,0.866,0.777,0.726,0.688,21.2,9.6,6.4,41.4
rf_bal_acc_all1718 series_19 part1,0.516,0.833,0.675,0.582,0.516,16,15,8,40
rf_bal_acc_all1718 series_19 part2,0.613,0.896,0.754,0.691,0.613,19,12,5,43
rf_bal_acc_all1718 series_19 part3,0.677,0.917,0.797,0.75,0.677,21,10,4,44
rf_bal_acc_all1718 series_19 part4,0.7,0.875,0.788,0.737,0.7,21,9,6,42
rf_bal_acc_all1718 series_19 part5,0.71,0.851,0.78,0.733,0.71,22,9,7,40
rf_bal_acc_all1718 series_19 MEAN,0.643,0.874,0.759,0.699,0.643,19.8,11.0,6.0,41.8
rf_bal_acc_all1718 series_20 part1,0.645,0.812,0.729,0.667,0.645,20,11,9,39
rf_bal_acc_all1718 series_20 part2,0.548,0.854,0.701,0.618,0.548,17,14,7,41
rf_bal_acc_all1718 series_20 part3,0.806,0.875,0.841,0.806,0.806,25,6,6,42
rf_bal_acc_all1718 series_20 part4,0.667,0.854,0.76,0.702,0.667,20,10,7,41
rf_bal_acc_all1718 series_20 part5,0.548,0.915,0.732,0.654,0.548,17,14,4,43
rf_bal_acc_all1718 series_20 MEAN,0.643,0.862,0.753,0.689,0.643,19.8,11.0,6.6,41.2
rf_bal_acc_all1718 series_21 part1,0.71,0.938,0.824,0.786,0.71,22,9,3,45
rf_bal_acc_all1718 series_21 part2,0.774,0.833,0.804,0.762,0.774,24,7,8,40
rf_bal_acc_all1718 series_21 part3,0.645,0.896,0.77,0.714,0.645,20,11,5,43
rf_bal_acc_all1718 series_21 part4,0.613,0.894,0.753,0.691,0.613,19,12,5,42
rf_bal_acc_all1718 series_21 part5,0.667,0.917,0.792,0.741,0.667,20,10,4,44
rf_bal_acc_all1718 series_21 MEAN,0.682,0.895,0.789,0.739,0.682,21.0,9.8,5.0,42.8
rf_bal_acc_all1718 series_22 part1,0.613,0.854,0.734,0.667,0.613,19,12,7,41
rf_bal_acc_all1718 series_22 part2,0.645,0.917,0.781,0.727,0.645,20,11,4,44
rf_bal_acc_all1718 series_22 part3,0.645,0.854,0.75,0.69,0.645,20,11,7,41
rf_bal_acc_all1718 series_22 part4,0.677,0.83,0.754,0.7,0.677,21,10,8,39
rf_bal_acc_all1718 series_22 part5,0.7,0.917,0.808,0.764,0.7,21,9,4,44
rf_bal_acc_all1718 series_22 MEAN,0.656,0.874,0.765,0.709,0.656,20.2,10.6,6.0,41.8
