prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
fea_extractor_lg_bal_acc_all1718 series_09 part5,0.682,0.852,0.767,0.732,0.682,15,7,4,23
fea_extractor_lg_bal_acc_all1718 series_09 MEAN,0.721,0.797,0.759,0.729,0.721,16.0,6.2,5.6,22.0
fea_extractor_lg_bal_acc_all1718 series_10 part1,0.682,0.821,0.752,0.714,0.682,15,7,5,23
fea_extractor_lg_bal_acc_all1718 series_10 part2,0.864,0.821,0.843,0.826,0.864,19,3,5,23
fea_extractor_lg_bal_acc_all1718 series_10 part3,0.682,0.893,0.787,0.75,0.682,15,7,3,25
fea_extractor_lg_bal_acc_all1718 series_10 part4,0.565,0.815,0.69,0.634,0.565,13,10,5,22
fea_extractor_lg_bal_acc_all1718 series_10 part5,0.864,0.667,0.765,0.76,0.864,19,3,9,18
fea_extractor_lg_bal_acc_all1718 series_10 MEAN,0.731,0.803,0.767,0.737,0.731,16.2,6.0,5.4,22.2
fea_extractor_lg_bal_acc_all1718 series_11 part1,0.591,0.893,0.742,0.684,0.591,13,9,3,25
fea_extractor_lg_bal_acc_all1718 series_11 part2,0.818,0.75,0.784,0.766,0.818,18,4,7,21
fea_extractor_lg_bal_acc_all1718 series_11 part3,0.727,0.893,0.81,0.78,0.727,16,6,3,25
fea_extractor_lg_bal_acc_all1718 series_11 part4,0.739,0.815,0.777,0.756,0.739,17,6,5,22
fea_extractor_lg_bal_acc_all1718 series_11 part5,0.545,0.778,0.662,0.6,0.545,12,10,6,21
fea_extractor_lg_bal_acc_all1718 series_11 MEAN,0.684,0.826,0.755,0.717,0.684,15.2,7.0,4.8,22.8
fea_extractor_lg_bal_acc_all1718 series_12 part1,0.609,0.889,0.749,0.7,0.609,14,9,3,24
fea_extractor_lg_bal_acc_all1718 series_12 part2,0.773,0.929,0.851,0.829,0.773,17,5,2,26
fea_extractor_lg_bal_acc_all1718 series_12 part3,0.682,0.929,0.805,0.769,0.682,15,7,2,26
fea_extractor_lg_bal_acc_all1718 series_12 part4,0.591,0.821,0.706,0.65,0.591,13,9,5,23
fea_extractor_lg_bal_acc_all1718 series_12 part5,1.0,0.852,0.926,0.917,1.0,22,0,4,23
fea_extractor_lg_bal_acc_all1718 series_12 MEAN,0.731,0.884,0.807,0.773,0.731,16.2,6.0,3.2,24.4
