prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
fea_extractor_gd_bal_acc_all1819 series_01 part1,0.545,0.625,0.585,0.49,0.545,12,10,15,25
fea_extractor_gd_bal_acc_all1819 series_01 part2,0.227,0.725,0.476,0.263,0.227,5,17,11,29
fea_extractor_gd_bal_acc_all1819 series_01 part3,0.476,0.475,0.476,0.385,0.476,10,11,21,19
fea_extractor_gd_bal_acc_all1819 series_01 part4,0.19,0.725,0.458,0.222,0.19,4,17,11,29
fea_extractor_gd_bal_acc_all1819 series_01 part5,0.095,0.85,0.473,0.138,0.095,2,19,6,34
fea_extractor_gd_bal_acc_all1819 series_01 MEAN,0.307,0.68,0.493,0.3,0.307,6.6,14.8,12.8,27.2
fea_extractor_gd_bal_acc_all1819 series_02 part1,0.364,0.8,0.582,0.421,0.364,8,14,8,32
fea_extractor_gd_bal_acc_all1819 series_02 part2,0.5,0.7,0.6,0.489,0.5,11,11,12,28
fea_extractor_gd_bal_acc_all1819 series_02 part3,0.333,0.75,0.542,0.368,0.333,7,14,10,30
fea_extractor_gd_bal_acc_all1819 series_02 part4,0.476,0.7,0.588,0.465,0.476,10,11,12,28
fea_extractor_gd_bal_acc_all1819 series_02 part5,0.476,0.8,0.638,0.513,0.476,10,11,8,32
fea_extractor_gd_bal_acc_all1819 series_02 MEAN,0.43,0.75,0.59,0.451,0.43,9.2,12.2,10.0,30.0
fea_extractor_gd_bal_acc_all1819 series_03 part1,0.5,0.85,0.675,0.564,0.5,11,11,6,34
fea_extractor_gd_bal_acc_all1819 series_03 part2,0.591,0.8,0.695,0.605,0.591,13,9,8,32
fea_extractor_gd_bal_acc_all1819 series_03 part3,0.381,0.7,0.54,0.39,0.381,8,13,12,28
fea_extractor_gd_bal_acc_all1819 series_03 part4,0.476,0.925,0.701,0.588,0.476,10,11,3,37
fea_extractor_gd_bal_acc_all1819 series_03 part5,0.476,0.775,0.626,0.5,0.476,10,11,9,31
fea_extractor_gd_bal_acc_all1819 series_03 MEAN,0.485,0.81,0.647,0.529,0.485,10.4,11.0,7.6,32.4
fea_extractor_gd_bal_acc_all1819 series_04 part1,0.5,0.9,0.7,0.595,0.5,11,11,4,36
fea_extractor_gd_bal_acc_all1819 series_04 part2,0.318,0.85,0.584,0.4,0.318,7,15,6,34
fea_extractor_gd_bal_acc_all1819 series_04 part3,0.381,0.825,0.603,0.444,0.381,8,13,7,33
fea_extractor_gd_bal_acc_all1819 series_04 part4,0.476,0.725,0.601,0.476,0.476,10,11,11,29
fea_extractor_gd_bal_acc_all1819 series_04 part5,0.524,0.7,0.612,0.5,0.524,11,10,12,28
fea_extractor_gd_bal_acc_all1819 series_04 MEAN,0.44,0.8,0.62,0.483,0.44,9.4,12.0,8.0,32.0
fea_extractor_gd_bal_acc_all1819 series_05 part1,0.636,0.725,0.681,0.596,0.636,14,8,11,29
fea_extractor_gd_bal_acc_all1819 series_05 part2,0.5,0.875,0.688,0.579,0.5,11,11,5,35
fea_extractor_gd_bal_acc_all1819 series_05 part3,0.619,0.825,0.722,0.634,0.619,13,8,7,33
fea_extractor_gd_bal_acc_all1819 series_05 part4,0.381,0.65,0.515,0.372,0.381,8,13,14,26
fea_extractor_gd_bal_acc_all1819 series_05 part5,0.571,0.825,0.698,0.6,0.571,12,9,7,33
fea_extractor_gd_bal_acc_all1819 series_05 MEAN,0.542,0.78,0.661,0.556,0.542,11.6,9.8,8.8,31.2
fea_extractor_gd_bal_acc_all1819 series_06 part1,0.591,0.85,0.72,0.634,0.591,13,9,6,34
