prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
we_extractor_lg_bal_acc_all1718 series_06 part3,0.864,0.786,0.825,0.809,0.864,19,3,6,22
we_extractor_lg_bal_acc_all1718 series_06 part4,0.652,0.778,0.715,0.682,0.652,15,8,6,21
we_extractor_lg_bal_acc_all1718 series_06 part5,0.636,0.741,0.689,0.651,0.636,14,8,7,20
we_extractor_lg_bal_acc_all1718 series_06 MEAN,0.73,0.775,0.753,0.725,0.73,16.2,6.0,6.2,21.4
we_extractor_lg_bal_acc_all1718 series_07 part1,0.783,0.741,0.762,0.75,0.783,18,5,7,20
we_extractor_lg_bal_acc_all1718 series_07 part2,0.682,0.893,0.787,0.75,0.682,15,7,3,25
we_extractor_lg_bal_acc_all1718 series_07 part3,0.682,0.893,0.787,0.75,0.682,15,7,3,25
we_extractor_lg_bal_acc_all1718 series_07 part4,0.773,0.821,0.797,0.773,0.773,17,5,5,23
we_extractor_lg_bal_acc_all1718 series_07 part5,0.773,0.778,0.775,0.756,0.773,17,5,6,21
we_extractor_lg_bal_acc_all1718 series_07 MEAN,0.738,0.825,0.782,0.756,0.738,16.4,5.8,4.8,22.8
we_extractor_lg_bal_acc_all1718 series_08 part1,0.591,0.893,0.742,0.684,0.591,13,9,3,25
we_extractor_lg_bal_acc_all1718 series_08 part2,0.727,0.75,0.739,0.711,0.727,16,6,7,21
we_extractor_lg_bal_acc_all1718 series_08 part3,0.818,0.893,0.856,0.837,0.818,18,4,3,25
we_extractor_lg_bal_acc_all1718 series_08 part4,0.652,0.741,0.696,0.667,0.652,15,8,7,20
we_extractor_lg_bal_acc_all1718 series_08 part5,0.727,0.741,0.734,0.711,0.727,16,6,7,20
we_extractor_lg_bal_acc_all1718 series_08 MEAN,0.703,0.803,0.753,0.722,0.703,15.6,6.6,5.4,22.2
we_extractor_lg_bal_acc_all1718 series_09 part1,0.864,0.75,0.807,0.792,0.864,19,3,7,21
we_extractor_lg_bal_acc_all1718 series_09 part2,0.773,0.786,0.779,0.756,0.773,17,5,6,22
we_extractor_lg_bal_acc_all1718 series_09 part3,0.5,0.75,0.625,0.55,0.5,11,11,7,21
we_extractor_lg_bal_acc_all1718 series_09 part4,0.696,0.741,0.718,0.696,0.696,16,7,7,20
we_extractor_lg_bal_acc_all1718 series_09 part5,0.682,0.889,0.785,0.75,0.682,15,7,3,24
we_extractor_lg_bal_acc_all1718 series_09 MEAN,0.703,0.783,0.743,0.709,0.703,15.6,6.6,6.0,21.6
we_extractor_lg_bal_acc_all1718 series_10 part1,0.727,0.714,0.721,0.696,0.727,16,6,8,20
we_extractor_lg_bal_acc_all1718 series_10 part2,0.864,0.75,0.807,0.792,0.864,19,3,7,21
we_extractor_lg_bal_acc_all1718 series_10 part3,0.636,0.857,0.747,0.7,0.636,14,8,4,24
we_extractor_lg_bal_acc_all1718 series_10 part4,0.609,0.852,0.73,0.683,0.609,14,9,4,23
we_extractor_lg_bal_acc_all1718 series_10 part5,0.818,0.704,0.761,0.75,0.818,18,4,8,19
we_extractor_lg_bal_acc_all1718 series_10 MEAN,0.731,0.775,0.753,0.724,0.731,16.2,6.0,6.2,21.4
we_extractor_lg_bal_acc_all1718 series_11 part1,0.727,0.714,0.721,0.696,0.727,16,6,8,20
we_extractor_lg_bal_acc_all1718 series_11 part2,0.773,0.75,0.761,0.739,0.773,17,5,7,21
we_extractor_lg_bal_acc_all1718 series_11 part3,0.682,0.821,0.752,0.714,0.682,15,7,5,23
we_extractor_lg_bal_acc_all1718 series_11 part4,0.783,0.778,0.78,0.766,0.783,18,5,6,21
we_extractor_lg_bal_acc_all1718 series_11 part5,0.545,0.741,0.643,0.585,0.545,12,10,7,20
we_extractor_lg_bal_acc_all1718 series_11 MEAN,0.702,0.761,0.731,0.7,0.702,15.6,6.6,6.6,21.0
we_extractor_lg_bal_acc_all1718 series_12 part1,0.652,0.852,0.752,0.714,0.652,15,8,4,23
we_extractor_lg_bal_acc_all1718 series_12 part2,0.773,0.929,0.851,0.829,0.773,17,5,2,26
we_extractor_lg_bal_acc_all1718 series_12 part3,0.773,0.929,0.851,0.829,0.773,17,5,2,26
we_extractor_lg_bal_acc_all1718 series_12 part4,0.455,0.893,0.674,0.571,0.455,10,12,3,25
we_extractor_lg_bal_acc_all1718 series_12 part5,0.955,0.852,0.903,0.894,0.955,21,1,4,23
we_extractor_lg_bal_acc_all1718 series_12 MEAN,0.721,0.891,0.806,0.768,0.721,16.0,6.2,3.0,24.6
