prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
we_extractor_lg_bal_acc_all1718 series_01 part1,0.696,0.593,0.644,0.64,0.696,16,7,11,16
we_extractor_lg_bal_acc_all1718 series_01 part2,0.591,0.821,0.706,0.65,0.591,13,9,5,23
we_extractor_lg_bal_acc_all1718 series_01 part3,0.455,0.607,0.531,0.465,0.455,10,12,11,17
we_extractor_lg_bal_acc_all1718 series_01 part4,0.364,0.786,0.575,0.444,0.364,8,14,6,22
we_extractor_lg_bal_acc_all1718 series_01 part5,0.545,0.815,0.68,0.615,0.545,12,10,5,22
we_extractor_lg_bal_acc_all1718 series_01 MEAN,0.53,0.724,0.627,0.563,0.53,11.8,10.4,7.6,20.0
we_extractor_lg_bal_acc_all1718 series_02 part1,0.5,0.714,0.607,0.537,0.5,11,11,8,20
we_extractor_lg_bal_acc_all1718 series_02 part2,0.545,0.75,0.648,0.585,0.545,12,10,7,21
we_extractor_lg_bal_acc_all1718 series_02 part3,0.727,0.714,0.721,0.696,0.727,16,6,8,20
we_extractor_lg_bal_acc_all1718 series_02 part4,0.565,0.667,0.616,0.578,0.565,13,10,9,18
we_extractor_lg_bal_acc_all1718 series_02 part5,0.682,0.63,0.656,0.638,0.682,15,7,10,17
we_extractor_lg_bal_acc_all1718 series_02 MEAN,0.604,0.695,0.649,0.607,0.604,13.4,8.8,8.4,19.2
we_extractor_lg_bal_acc_all1718 series_03 part1,0.682,0.75,0.716,0.682,0.682,15,7,7,21
we_extractor_lg_bal_acc_all1718 series_03 part2,0.727,0.607,0.667,0.653,0.727,16,6,11,17
we_extractor_lg_bal_acc_all1718 series_03 part3,0.727,0.643,0.685,0.667,0.727,16,6,10,18
we_extractor_lg_bal_acc_all1718 series_03 part4,0.652,0.63,0.641,0.625,0.652,15,8,10,17
we_extractor_lg_bal_acc_all1718 series_03 part5,0.591,0.556,0.573,0.553,0.591,13,9,12,15
we_extractor_lg_bal_acc_all1718 series_03 MEAN,0.676,0.637,0.656,0.636,0.676,15.0,7.2,10.0,17.6
we_extractor_lg_bal_acc_all1718 series_04 part1,0.727,0.536,0.631,0.627,0.727,16,6,13,15
we_extractor_lg_bal_acc_all1718 series_04 part2,0.864,0.571,0.718,0.717,0.864,19,3,12,16
we_extractor_lg_bal_acc_all1718 series_04 part3,0.636,0.5,0.568,0.56,0.636,14,8,14,14
we_extractor_lg_bal_acc_all1718 series_04 part4,0.609,0.852,0.73,0.683,0.609,14,9,4,23
we_extractor_lg_bal_acc_all1718 series_04 part5,0.545,0.741,0.643,0.585,0.545,12,10,7,20
we_extractor_lg_bal_acc_all1718 series_04 MEAN,0.676,0.64,0.658,0.635,0.676,15.0,7.2,10.0,17.6
we_extractor_lg_bal_acc_all1718 series_05 part1,0.545,0.75,0.648,0.585,0.545,12,10,7,21
we_extractor_lg_bal_acc_all1718 series_05 part2,0.636,0.821,0.729,0.683,0.636,14,8,5,23
we_extractor_lg_bal_acc_all1718 series_05 part3,0.591,0.607,0.599,0.565,0.591,13,9,11,17
we_extractor_lg_bal_acc_all1718 series_05 part4,0.609,0.815,0.712,0.667,0.609,14,9,5,22
we_extractor_lg_bal_acc_all1718 series_05 part5,0.636,0.667,0.652,0.622,0.636,14,8,9,18
we_extractor_lg_bal_acc_all1718 series_05 MEAN,0.604,0.732,0.668,0.624,0.604,13.4,8.8,7.4,20.2
we_extractor_lg_bal_acc_all1718 series_06 part1,0.818,0.857,0.838,0.818,0.818,18,4,4,24
we_extractor_lg_bal_acc_all1718 series_06 part2,0.682,0.714,0.698,0.667,0.682,15,7,8,20
