30,32,27,19,56,117,59,34,14,6,39.4,0,0,0,0,0,0,0,0,0,0,0.0,6,6,8,7,8,7,6,6,6,6,6.6,0,0,6,4,10,1,0,0,0,0,2.1,30,32,21,15,46,116,59,34,14,6,37.3,98400.0,602292.0,2428737.0,1703209.0,1197602.0,1388608.0,597333.0,672597.0,189303.0,356.0,887843.7,15180.333333333334,55352.5,71886.66666666667,26814.666666666668,121806.16666666667,199293.83333333334,96682.0,100698.66666666667,75941.33333333333,0.0,76365.61666666667,4,5,5,5,4,2,4,5,3,6,4.3,6,5,5,5,4,3,5,5,3,6,4.7,3,3,3,4,3,2,2,4,3,6,3.3,4,4,4,4,3,2,2,4,3,6,3.6,18,25,7,4,2,16,19,0,4,0,9.5,3,1,6,0,3,2,4,0,0,0,1.9,3,0,6,8,41,89,26,28,4,0,20.5,1.5,0
12,21,40,62,59,56,89,43,70,31,48.3,0,0,0,0,0,0,0,0,0,0,0.0,7,6,6,6,6,7,11,7,6,6,6.8,1,0,0,0,0,10,5,1,0,0,1.7,11,21,40,62,59,46,84,42,70,31,46.6,196811.0,704097.0,781017.0,662757.0,288559.0,2460162.0,472908.0,597025.0,121503.0,438308.0,672314.7,354.1666666666667,83611.33333333333,14674.0,126785.16666666667,119853.33333333333,60768.0,185153.83333333334,31715.0,25668.5,16038.166666666666,66462.15,6,5,5,4,3,3,3,4,3,5,4.1,6,5,6,4,3,3,3,4,5,5,4.4,5,3,2,3,2,2,1,4,2,5,2.9,5,5,3,3,2,3,2,4,2,5,3.4,2,9,15,24,17,1,14,9,2,2,9.5,0,0,0,3,2,3,2,3,0,1,1.4,3,6,19,20,34,44,57,23,60,22,28.8,18.0,1
17,17,33,60,79,82,74,66,96,6,53.0,0,0,0,0,0,0,0,1,0,0,0.1,6,6,6,6,7,7,7,6,8,6,6.5,0,0,0,0,2,2,2,11,17,0,3.4,17,17,33,60,77,80,72,55,79,6,49.6,111964.0,1022928.0,1373756.0,1974147.0,428612.0,2740843.0,2239618.0,1818390.0,1921139.0,612770.0,1424416.7,394.6666666666667,18192.666666666668,1684.6666666666667,27795.333333333332,94695.5,88134.16666666667,34181.833333333336,20383.166666666668,94153.0,0.0,37961.5,6,5,6,4,3,4,4,4,3,6,4.5,6,5,6,5,3,4,5,4,4,6,4.8,3,4,3,2,2,2,1,2,3,6,2.8,5,5,4,3,2,2,1,2,3,6,3.3,9,8,13,38,6,2,0,1,7,0,8.4,1,0,2,4,2,0,2,4,1,0,1.6,1,3,9,8,59,71,64,55,80,0,35.0,19.0,1
11,18,14,12,40,10,10,9,7,6,13.7,0,0,0,0,0,2,0,0,0,0,0.2,6,8,6,6,6,4,6,6,6,6,6.0,0,2,0,0,0,0,0,0,0,0,0.2,11,16,14,12,40,10,10,9,7,6,13.5,6580.0,1400530.0,725409.0,600160.0,598067.0,2090454.0,12628.0,48230.0,515.0,328.0,548290.1,181.16666666666666,201322.83333333334,55912.833333333336,11180.0,115325.83333333333,244635.83333333334,2717.8333333333335,20.0,8.333333333333334,0.0,63130.466666666674,6,5,4,5,4,3,5,6,6,6,5.0,6,5,5,6,4,3,6,6,6,6,5.3,5,5,4,4,2,3,4,6,6,6,4.5,5,5,4,4,3,3,4,6,6,6,4.6,2,6,8,5,10,0,0,0,0,0,3.1,1,0,0,1,2,0,0,0,0,0,0.4,2,4,0,0,21,5,4,3,1,0,4.0,5.0,0
30,52,51,43,66,86,70,69,111,47,62.5,0,0,0,0,0,0,0,0,0,0,0.0,6,6,6,6,6,6,8,6,6,6,6.2,0,0,0,0,0,25,3,0,0,0,2.8,30,52,51,43,66,61,67,69,111,47,59.7,521476.0,798842.0,599967.0,670501.0,673971.0,2516752.0,295260.0,610468.0,284480.0,848669.0,782038.6,86294.33333333333,135761.83333333334,111229.0,13775.666666666666,18333.0,47367.666666666664,62670.5,104152.66666666667,68281.5,139559.16666666666,78742.53333333334,5,3,3,4,3,4,4,4,2,2,3.4,5,3,4,6,6,4,4,5,4,4,4.5,3,3,1,2,3,3,2,1,1,1,2.0,3,3,2,3,3,3,2,2,2,1,2.4,20,35,16,17,13,7,20,12,24,2,16.6,2,2,3,1,1,3,3,0,4,1,2.0,2,9,21,13,35,68,38,51,75,38,35.0,12.0,1
8,11,18,9,16,27,2,0,0,0,9.1,0,0,1,3,1,2,4,6,6,6,2.9,6,6,7,3,5,5,1,0,0,0,3.3,0,0,2,0,0,1,0,0,0,0,0.3,8,11,16,9,16,26,2,0,0,0,8.8,374019.0,979428.0,1503760.0,590515.0,80398.0,90707.0,89276.0,0,0,0,370810.3,388.5,1088.6666666666667,714.8333333333334,29769.166666666668,4246.0,1867.6666666666667,-0.8333333333333334,-1.0,-1.0,-1.0,3807.1,6,6,5,2,4,4,1,0,0,0,2.8,6,6,5,2,5,4,1,0,0,0,2.9,5,4,4,2,3,1,1,0,0,0,2.0,5,4,4,2,3,1,1,0,0,0,2.0,2,4,3,6,3,0,0,0,0,0,1.8,0,0,0,0,0,1,0,0,0,0,0.1,0,1,8,0,6,17,1,0,0,0,3.3,5.5,0
40,112,83,259,339,407,207,271,198,25,194.1,0,0,0,0,0,0,0,0,0,0,0.0,7,6,12,8,8,11,15,10,8,6,9.1,1,1,21,4,2,5,20,8,3,0,6.5,39,111,62,255,337,402,187,263,195,25,187.6,125962.0,2775850.0,2890266.0,1582346.0,2468214.0,1882683.0,281691.0,674814.0,594725.0,1453232.0,1472978.3,13539.5,42464.5,172579.5,524919.3333333334,315016.6666666667,678780.1666666666,51365.666666666664,190113.83333333334,142252.66666666666,26717.5,215774.9333333333,5,4,2,1,1,2,2,2,1,5,2.5,6,4,4,1,2,2,5,2,3,5,3.4,2,3,2,1,1,2,1,2,1,4,1.9,5,4,2,1,1,2,1,2,1,4,2.3,19,60,40,154,38,46,43,25,24,0,44.9,3,14,5,25,34,20,15,21,10,2,14.9,11,32,26,66,240,316,126,211,156,17,120.1,10.0,0
15,25,25,34,0,0,0,0,0,0,9.9,0,0,0,3,6,6,6,6,6,6,3.9,6,6,6,1,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0.0,15,25,25,34,0,0,0,0,0,0,9.9,231624.0,603768.0,262498.0,81336.0,0,0,0,0,0,0,117922.6,465.0,100723.83333333333,367.6666666666667,88.33333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10163.883333333333,6,5,6,1,0,0,0,0,0,0,1.8,6,5,6,1,0,0,0,0,0,0,1.8,4,3,3,0,0,0,0,0,0,0,1.0,5,3,5,1,0,0,0,0,0,0,1.4,6,13,10,7,0,0,0,0,0,0,3.6,2,2,4,4,0,0,0,0,0,0,1.2,1,4,5,16,0,0,0,0,0,0,2.6,0,0
47,55,53,98,22,212,88,33,14,6,62.8,0,0,0,0,0,0,0,0,0,0,0.0,7,7,6,6,13,7,9,7,10,6,7.8,4,2,0,0,10,1,10,2,7,0,3.6,43,53,53,98,12,211,78,31,7,6,59.2,346828.0,346000.0,281812.0,168186.0,523588.0,106012.0,108799.0,261157.0,512588.0,360.0,265533.0,1933.5,56745.833333333336,2392.0,27420.0,112.33333333333333,16457.333333333332,2528.8333333333335,1290.8333333333333,3.1666666666666665,0.0,10888.383333333335,4,5,5,5,6,3,5,5,6,6,5.0,5,5,6,5,6,6,6,6,6,6,5.7,4,2,2,1,5,2,2,5,6,6,3.5,4,3,3,2,6,2,2,5,6,6,3.9,32,21,15,37,3,10,10,0,0,0,12.8,4,18,8,6,1,11,5,2,2,0,5.7,4,9,14,48,5,174,60,24,2,0,34.0,8.0,1
16,26,13,5,64,24,34,50,7,0,23.9,0,0,0,1,0,0,0,0,0,6,0.7,6,6,6,5,5,6,6,6,6,0,5.2,0,0,0,0,0,1,0,0,0,0,0.1,16,26,13,5,64,23,34,50,7,0,23.8,462796.0,871723.0,696666.0,96291.0,71876.0,4391832.0,117339.0,86745.0,107648.0,0,690291.6,56719.166666666664,71987.16666666667,14444.666666666666,-0.16666666666666666,31959.0,316169.8333333333,18345.666666666668,28266.333333333332,2.3333333333333335,-1.0,53789.3,5,5,5,5,2,3,5,4,6,0,4.0,5,5,5,5,5,4,5,6,6,0,4.6,3,5,5,5,1,3,4,3,6,0,3.5,4,5,5,5,1,3,4,3,6,0,3.6,9,19,7,0,8,4,0,11,0,0,5.8,0,0,0,0,1,2,0,2,0,0,0.5,1,1,0,0,40,12,28,31,1,0,11.4,15.0,1
40,34,48,60,89,63,27,8,0,0,36.9,0,0,0,0,1,2,4,2,6,6,2.1,6,6,6,5,5,3,0,1,0,0,3.2,2,0,0,0,0,0,0,0,0,0,0.2,38,34,48,60,89,63,27,8,0,0,36.7,52634.0,168110.0,171639.0,191962.0,268852.0,357315.0,346476.0,1040299.0,0,0,259728.7,108.5,3020.5,17884.5,30420.666666666668,51963.0,58494.833333333336,-1.0,-0.8333333333333334,-1.0,-1.0,16188.81666666667,4,5,4,2,2,2,0,1,0,0,2.0,4,6,5,4,3,2,0,1,0,0,2.5,4,3,1,1,0,1,0,1,0,0,1.1,4,4,2,1,1,2,0,1,0,0,1.5,12,16,25,13,6,5,5,1,0,0,8.3,9,3,2,3,5,0,0,0,0,0,2.2,13,9,14,27,56,50,22,6,0,0,19.7,15.0,1
0,42,38,51,66,42,21,57,56,61,43.4,6,0,1,1,1,3,0,2,3,2,1.9,0,3,5,2,4,2,5,4,1,4,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,38,51,66,42,21,57,56,61,43.4,0,469668.0,113850.0,110502.0,517987.0,1405660.0,4905.0,196963.0,179118.0,633117.0,363177.0,-1.0,101.0,18625.333333333332,18189.5,150131.66666666666,234167.33333333334,9.0,63735.666666666664,-0.8333333333333334,108720.0,59367.76666666668,0,3,4,1,1,1,5,2,1,2,2.0,0,3,4,1,1,1,5,2,1,3,2.1,0,2,2,0,0,1,5,2,1,2,1.5,0,3,4,0,1,1,5,2,1,2,1.9,0,12,15,19,16,3,7,10,0,12,9.4,0,11,2,6,1,2,2,8,6,9,4.7,0,16,7,23,45,30,3,32,47,36,23.9,16.0,0
16,22,33,42,74,80,54,71,29,7,42.8,0,0,0,0,0,0,0,0,0,0,0.0,7,12,7,10,9,11,10,16,13,7,10.2,1,7,1,13,4,6,5,18,8,1,6.4,15,15,32,29,70,74,49,53,21,6,36.4,174833.0,577548.0,317079.0,532847.0,369065.0,514317.0,371538.0,455996.0,863109.0,762.0,417709.4,16603.833333333332,541.8333333333334,12974.5,95930.5,48778.0,57188.666666666664,16216.333333333334,3881.8333333333335,2197.5,0.0,25431.3,5,6,4,4,5,3,5,4,5,6,4.7,5,6,6,4,5,5,5,6,6,6,5.4,4,3,2,1,1,0,1,2,3,6,2.3,4,5,2,3,1,1,2,3,4,6,3.1,9,8,11,19,18,5,3,6,2,0,8.1,0,1,1,1,9,3,0,1,0,0,1.6,0,1,12,11,36,54,41,48,14,0,21.7,5.0,0
24,12,8,39,55,56,41,54,86,51,42.6,0,0,1,0,0,0,0,0,0,3,0.4,6,6,5,4,6,5,6,6,6,2,5.2,0,0,0,0,0,0,0,0,0,0,0.0,24,12,8,39,55,56,41,54,86,51,42.6,2954861.0,170969.0,534648.0,96528.0,520976.0,435037.0,378917.0,791995.0,617072.0,521100.0,702210.3,475537.0,14305.666666666666,37.0,1185.0,17952.5,160629.33333333334,121641.16666666667,13594.666666666666,58356.833333333336,72519.16666666667,93575.83333333334,3,5,5,4,4,2,3,4,4,1,3.5,4,6,5,4,6,2,3,6,5,1,4.2,3,4,5,2,3,2,3,4,3,1,3.0,3,5,5,3,3,2,3,4,3,1,3.2,10,4,0,24,9,4,3,12,7,0,7.3,8,0,1,11,12,7,3,5,22,10,7.9,0,2,1,0,22,35,29,31,44,36,20.0,4.5,1
21,32,13,22,31,29,17,35,29,107,33.6,0,0,0,0,0,0,0,0,0,0,0.0,6,7,7,7,6,6,7,6,7,6,6.5,0,1,1,1,0,0,2,0,1,0,0.6,21,31,12,21,31,29,15,35,28,107,33.0,316945.0,545332.0,330447.0,778568.0,591693.0,1889346.0,1865804.0,1293555.0,1536281.0,595239.0,974321.0,47675.0,36631.166666666664,221.83333333333334,34324.333333333336,136814.0,110845.66666666667,28117.0,116408.33333333333,30223.0,85125.16666666667,62638.54999999999,3,3,6,4,4,4,5,4,5,2,4.0,5,5,6,5,4,5,5,4,5,4,4.8,3,1,4,4,3,3,5,4,4,1,3.2,3,2,6,4,3,3,5,4,4,1,3.5,9,14,3,13,0,8,2,8,0,17,7.4,6,0,3,2,2,0,0,1,1,15,3.0,0,11,0,0,23,12,8,20,21,68,16.3,4.0,1
27,28,35,34,60,129,61,72,96,155,69.7,0,0,0,0,0,0,0,0,0,0,0.0,8,10,10,6,11,14,9,11,8,9,9.6,3,7,15,0,7,13,9,5,8,5,7.2,24,21,20,34,53,116,52,67,88,150,62.5,90774.0,337352.0,257548.0,661419.0,861002.0,853050.0,297013.0,603999.0,1536394.0,589446.0,608799.7,7901.0,14774.5,10614.0,67692.83333333333,54777.333333333336,99954.66666666667,4749.0,66085.16666666667,101692.66666666667,46190.166666666664,47443.13333333334,4,5,4,3,1,3,4,3,2,3,3.2,6,5,6,5,4,3,6,5,4,4,4.8,2,3,3,1,1,2,2,1,2,1,1.8,3,4,4,2,1,3,2,1,2,2,2.4,16,8,17,22,10,11,17,12,8,2,12.3,0,3,1,0,0,6,1,1,5,3,2.0,3,6,2,6,39,96,34,48,75,141,45.0,4.0,0
29,18,15,33,41,13,8,9,6,0,17.2,0,0,0,0,0,0,0,0,0,6,0.6,10,9,8,6,6,6,6,6,6,0,6.3,7,3,6,0,0,0,0,0,0,0,1.6,22,15,9,33,41,13,8,9,6,0,15.6,202027.0,444282.0,172689.0,369967.0,365196.0,633572.0,493.0,461402.0,142.0,0,264977.0,1633.6666666666667,59753.333333333336,90.66666666666667,75071.16666666667,72002.66666666667,304.0,82.16666666666667,951.3333333333334,0.0,-1.0,20988.8,5,4,6,4,3,6,6,6,6,0,4.6,6,4,6,5,4,6,6,6,6,0,4.9,3,3,5,1,3,5,5,5,6,0,3.6,4,3,6,2,3,5,6,5,6,0,4.0,17,9,4,13,1,4,2,3,0,0,5.3,1,0,0,0,1,0,0,0,0,0,0.2,1,0,3,11,30,3,0,0,0,0,4.8,8.5,0
14,42,51,44,14,45,32,43,53,23,36.1,0,0,0,0,0,0,0,0,0,0,0.0,6,12,11,8,6,8,9,7,5,5,7.7,0,10,13,4,2,2,3,1,0,1,3.6,14,32,38,40,12,43,29,42,53,22,32.5,522751.0,682615.0,430527.0,438236.0,373399.0,705421.0,427393.0,437760.0,525635.0,1388808.0,593254.5,75825.5,22558.333333333332,28995.333333333332,33664.833333333336,62.833333333333336,115031.5,82797.83333333333,38573.0,69153.33333333333,172098.66666666666,63876.11666666666,4,4,4,3,5,2,3,4,2,1,3.2,4,6,5,3,5,3,5,5,3,2,4.1,4,3,1,1,5,1,1,1,1,0,1.8,4,4,2,1,5,1,2,2,1,0,2.2,8,17,33,19,1,9,3,9,5,3,10.7,0,10,2,1,0,0,0,0,2,1,1.6,0,3,4,16,7,26,20,27,41,13,15.7,15.0,1
