30,32,21,3,0,0,0,0,0,0,8.6,0,0,0,4,6,6,6,6,6,6,4.0,6,6,6,1,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0.0,30,32,21,3,0,0,0,0,0,0,8.6,98400.0,602292.0,874265.0,94038.0,0,0,0,0,0,0,166899.5,15180.333333333334,55352.5,71886.66666666667,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14241.266666666668,4,5,5,1,0,0,0,0,0,0,1.5,6,5,5,1,0,0,0,0,0,0,1.7,3,3,3,1,0,0,0,0,0,0,1.0,4,4,4,1,0,0,0,0,0,0,1.3,18,25,7,2,0,0,0,0,0,0,5.2,3,1,2,0,0,0,0,0,0,0,0.6,3,0,6,0,0,0,0,0,0,0,0.9,0
12,21,40,6,0,0,0,0,0,0,7.9,0,0,0,5,6,6,6,6,6,6,4.1,7,6,6,0,0,0,0,0,0,0,1.9,1,0,0,0,0,0,0,0,0,0,0.1,11,21,40,6,0,0,0,0,0,0,7.8,196811.0,704097.0,781017.0,17750.0,0,0,0,0,0,0,169967.5,354.1666666666667,83611.33333333333,14674.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9863.25,6,5,5,0,0,0,0,0,0,0,1.6,6,5,6,0,0,0,0,0,0,0,1.7,5,3,2,0,0,0,0,0,0,0,1.0,5,5,3,0,0,0,0,0,0,0,1.3,2,9,15,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0.0,3,6,19,6,0,0,0,0,0,0,3.4,1
17,17,33,1,0,0,0,0,0,0,6.8,0,0,0,5,6,6,6,6,6,6,4.1,6,6,6,1,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0.0,17,17,33,1,0,0,0,0,0,0,6.8,111964.0,1022928.0,1373756.0,0,0,0,0,0,0,0,250864.8,394.6666666666667,18192.666666666668,1684.6666666666667,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2026.5166666666669,6,5,6,1,0,0,0,0,0,0,1.8,6,5,6,1,0,0,0,0,0,0,1.8,3,4,3,1,0,0,0,0,0,0,1.1,5,5,4,1,0,0,0,0,0,0,1.5,9,8,13,0,0,0,0,0,0,0,3.0,1,0,2,0,0,0,0,0,0,0,0.3,1,3,9,0,0,0,0,0,0,0,1.3,1
11,18,14,1,0,0,0,0,0,0,4.4,0,0,0,5,6,6,6,6,6,6,4.1,6,8,6,1,0,0,0,0,0,0,2.1,0,2,0,0,0,0,0,0,0,0,0.2,11,16,14,1,0,0,0,0,0,0,4.2,6580.0,1400530.0,725409.0,0,0,0,0,0,0,0,213251.9,181.16666666666666,201322.83333333334,55912.833333333336,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25741.0,6,5,4,1,0,0,0,0,0,0,1.6,6,5,5,1,0,0,0,0,0,0,1.7,5,5,4,1,0,0,0,0,0,0,1.5,5,5,4,1,0,0,0,0,0,0,1.5,2,6,8,0,0,0,0,0,0,0,1.6,1,0,0,0,0,0,0,0,0,0,0.1,2,4,0,0,0,0,0,0,0,0,0.6,0
30,52,51,20,0,0,0,0,0,0,15.3,0,0,0,3,6,6,6,6,6,6,3.9,6,6,6,3,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0.0,30,52,51,20,0,0,0,0,0,0,15.3,521476.0,798842.0,599967.0,5965.0,0,0,0,0,0,0,192625.0,86294.33333333333,135761.83333333334,111229.0,926.6666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33420.583333333336,5,3,3,3,0,0,0,0,0,0,1.4,5,3,4,3,0,0,0,0,0,0,1.5,3,3,1,1,0,0,0,0,0,0,0.8,3,3,2,2,0,0,0,0,0,0,1.0,20,35,16,4,0,0,0,0,0,0,7.5,2,2,3,0,0,0,0,0,0,0,0.7,2,9,21,7,0,0,0,0,0,0,3.9,1
8,11,18,4,0,0,0,0,0,0,4.1,0,0,1,4,6,6,6,6,6,6,4.1,6,6,7,1,0,0,0,0,0,0,2.0,0,0,2,0,0,0,0,0,0,0,0.2,8,11,16,4,0,0,0,0,0,0,3.9,374019.0,979428.0,1503760.0,1598.0,0,0,0,0,0,0,285880.5,388.5,1088.6666666666667,714.8333333333334,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,218.5166666666667,6,6,5,1,0,0,0,0,0,0,1.8,6,6,5,1,0,0,0,0,0,0,1.8,5,4,4,1,0,0,0,0,0,0,1.4,5,4,4,1,0,0,0,0,0,0,1.4,2,4,3,3,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.0,0,1,8,0,0,0,0,0,0,0,0.9,0
40,110,68,33,0,0,0,0,0,0,25.1,0,0,0,2,6,6,6,6,6,6,3.8,7,6,11,1,0,0,0,0,0,0,2.5,1,1,6,0,0,0,0,0,0,0,0.8,39,109,62,33,0,0,0,0,0,0,24.3,125962.0,820755.0,1223918.0,65635.0,0,0,0,0,0,0,223627.0,13539.5,42464.5,172579.5,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22857.666666666664,5,4,2,1,0,0,0,0,0,0,1.2,6,4,4,1,0,0,0,0,0,0,1.5,2,3,2,1,0,0,0,0,0,0,0.8,5,4,2,1,0,0,0,0,0,0,1.2,19,60,28,17,0,0,0,0,0,0,12.4,3,14,5,1,0,0,0,0,0,0,2.3,11,30,24,13,0,0,0,0,0,0,7.8,0
15,25,25,0,0,0,0,0,0,0,6.5,0,0,0,6,6,6,6,6,6,6,4.2,6,6,6,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0.0,15,25,25,0,0,0,0,0,0,0,6.5,231624.0,603768.0,262498.0,0,0,0,0,0,0,0,109789.0,465.0,100723.83333333333,367.6666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10154.95,6,5,6,0,0,0,0,0,0,0,1.7,6,5,6,0,0,0,0,0,0,0,1.7,4,3,3,0,0,0,0,0,0,0,1.0,5,3,5,0,0,0,0,0,0,0,1.3,6,13,10,0,0,0,0,0,0,0,2.9,2,2,4,0,0,0,0,0,0,0,0.8,1,4,5,0,0,0,0,0,0,0,1.0,0
47,55,53,0,0,0,0,0,0,0,15.5,0,0,0,6,6,6,6,6,6,6,4.2,7,7,6,0,0,0,0,0,0,0,2.0,4,2,0,0,0,0,0,0,0,0,0.6,43,53,53,0,0,0,0,0,0,0,14.9,346828.0,346000.0,281812.0,0,0,0,0,0,0,0,97464.0,1933.5,56745.833333333336,2392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6106.433333333333,4,5,5,0,0,0,0,0,0,0,1.4,5,5,6,0,0,0,0,0,0,0,1.6,4,2,2,0,0,0,0,0,0,0,0.8,4,3,3,0,0,0,0,0,0,0,1.0,32,21,15,0,0,0,0,0,0,0,6.8,4,18,8,0,0,0,0,0,0,0,3.0,4,9,14,0,0,0,0,0,0,0,2.7,1
16,26,13,0,0,0,0,0,0,0,5.5,0,0,0,6,6,6,6,6,6,6,4.2,6,6,6,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0.0,16,26,13,0,0,0,0,0,0,0,5.5,462796.0,871723.0,696666.0,0,0,0,0,0,0,0,203118.5,56719.166666666664,71987.16666666667,14444.666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14314.4,5,5,5,0,0,0,0,0,0,0,1.5,5,5,5,0,0,0,0,0,0,0,1.5,3,5,5,0,0,0,0,0,0,0,1.3,4,5,5,0,0,0,0,0,0,0,1.4,9,19,7,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0.2,1
40,34,48,0,0,0,0,0,0,0,12.2,0,0,0,6,6,6,6,6,6,6,4.2,6,6,6,0,0,0,0,0,0,0,1.8,2,0,0,0,0,0,0,0,0,0,0.2,38,34,48,0,0,0,0,0,0,0,12.0,52634.0,168110.0,171639.0,0,0,0,0,0,0,0,39238.3,108.5,3020.5,17884.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2100.65,4,5,4,0,0,0,0,0,0,0,1.3,4,6,5,0,0,0,0,0,0,0,1.5,4,3,1,0,0,0,0,0,0,0,0.8,4,4,2,0,0,0,0,0,0,0,1.0,12,16,25,0,0,0,0,0,0,0,5.3,9,3,2,0,0,0,0,0,0,0,1.4,13,9,14,0,0,0,0,0,0,0,3.6,1
0,42,38,0,0,0,0,0,0,0,8.0,6,0,1,6,6,6,6,6,6,6,4.9,0,3,5,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.0,0,42,38,0,0,0,0,0,0,0,8.0,0,469668.0,113850.0,0,0,0,0,0,0,0,58351.8,-1.0,101.0,18625.333333333332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1871.8333333333333,0,3,4,0,0,0,0,0,0,0,0.7,0,3,4,0,0,0,0,0,0,0,0.7,0,2,2,0,0,0,0,0,0,0,0.4,0,3,4,0,0,0,0,0,0,0,0.7,0,12,15,0,0,0,0,0,0,0,2.7,0,11,2,0,0,0,0,0,0,0,1.3,0,16,7,0,0,0,0,0,0,0,2.3,0
16,22,33,5,0,0,0,0,0,0,7.6,0,0,0,4,6,6,6,6,6,6,4.0,7,12,7,3,0,0,0,0,0,0,2.9,1,7,1,1,0,0,0,0,0,0,1.0,15,15,32,4,0,0,0,0,0,0,6.6,174833.0,577548.0,317079.0,4531.0,0,0,0,0,0,0,107399.1,16603.833333333332,541.8333333333334,12974.5,128.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3024.2166666666662,5,6,4,2,0,0,0,0,0,0,1.7,5,6,6,2,0,0,0,0,0,0,1.9,4,3,2,1,0,0,0,0,0,0,1.0,4,5,2,2,0,0,0,0,0,0,1.3,9,8,11,1,0,0,0,0,0,0,2.9,0,1,1,1,0,0,0,0,0,0,0.3,0,1,12,0,0,0,0,0,0,0,1.3,0
23,12,8,0,0,0,0,0,0,0,4.3,0,0,1,6,6,6,6,6,6,6,4.3,5,6,5,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0.0,23,12,8,0,0,0,0,0,0,0,4.3,276340.0,170969.0,534648.0,0,0,0,0,0,0,0,98195.7,28663.666666666668,14305.666666666666,37.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4299.933333333333,3,5,5,0,0,0,0,0,0,0,1.3,4,6,5,0,0,0,0,0,0,0,1.5,3,4,5,0,0,0,0,0,0,0,1.2,3,5,5,0,0,0,0,0,0,0,1.3,10,4,0,0,0,0,0,0,0,0,1.4,8,0,1,0,0,0,0,0,0,0,0.9,0,2,1,0,0,0,0,0,0,0,0.3,1
