24,17,22,11,23,33,41,30,0,0,20.1,0,0,0,0,1,0,1,0,6,6,1.4,432748.0,606647.0,702559.0,722132.0,530498.0,1381364.0,545558.0,540070.0,0.0,0.0,546157.6,89197.0,92512.0,84896.0,87943.0,89643.0,726.0,58.0,11370.0,0,0,45634.5,6,6,5,6,3,6,4,6,0,0,4.2,10,6,5,6,3,6,7,8,0,0,5.1,4,0,0,0,0,0,3,3,0,0,1.0,20,17,22,11,23,33,38,27,0,0,19.1,343551.0,514135.0,1826376.0,634189.0,696251.0,1380638.0,547486.0,528700.0,0,0,647132.6,51468.166666666664,36791.5,575.0,12280.666666666666,37678.666666666664,94802.83333333333,63140.166666666664,82586.33333333333,-1.0,-1.0,37932.13333333333,3,5,5,5,1,4,4,4,0,0,3.1,4,5,5,6,2,4,4,4,0,0,3.4,2,3,3,4,0,3,1,2,0,0,1.8,3,3,4,4,1,3,1,4,0,0,2.3,7,8,12,3,1,1,6,7,0,0,4.5,7,0,1,2,5,2,2,3,0,0,2.2,0,3,1,0,12,21,26,12,0,0,7.5,6.0,0
11,34,41,47,50,41,47,6,0,0,27.7,0,0,0,0,0,0,0,0,6,6,1.2,386022.0,185696.0,610858.0,286134.0,518914.0,969679.0,605194.0,465332.0,0.0,0.0,402782.9,82915.0,82528.0,6132.0,11232.0,1338.0,26182.0,5205.0,92756.0,0,0,30828.8,6,6,6,5,6,6,6,6,0,0,4.7,6,6,7,6,6,6,6,6,0,0,4.9,0,0,1,9,1,0,0,0,0,0,1.1,11,34,40,38,49,41,47,6,0,0,26.6,303107.0,103168.0,604726.0,274902.0,517576.0,943497.0,599989.0,372576.0,0,0,371954.1,161.16666666666666,688.5,44923.333333333336,11648.666666666666,52027.833333333336,8886.5,53670.5,0.0,-1.0,-1.0,17200.45,6,6,3,3,4,5,4,6,0,0,3.7,6,6,5,5,4,6,5,6,0,0,4.3,4,2,0,2,2,2,3,6,0,0,2.1,6,4,0,2,2,3,3,6,0,0,2.6,5,15,16,26,4,5,3,0,0,0,7.4,0,11,4,2,4,4,2,0,0,0,2.7,0,2,13,10,35,25,26,0,0,0,11.1,3.5,0
35,16,55,64,72,71,67,44,1,1,42.6,0,0,0,0,0,0,0,0,5,5,1.0,387106.0,386929.0,385429.0,384270.0,387528.0,540735.0,635187.0,1239827.0,798857.0,1662813.0,680868.1,193210.0,206691.0,10976.0,24195.0,16896.0,14919.0,177523.0,192371.0,798857.0,1662813.0,329845.1,6,6,6,5,6,6,6,6,1,1,4.9,6,6,6,5,7,8,7,8,1,1,5.5,0,0,0,0,1,6,1,2,0,0,1.0,35,16,55,64,71,65,66,42,1,1,41.6,193896.0,180238.0,374453.0,360075.0,370632.0,525816.0,457664.0,1047456.0,0,0,351023.0,17809.0,379.1666666666667,78304.0,17841.5,61011.666666666664,68525.66666666667,45746.166666666664,44191.833333333336,-0.8333333333333334,-0.8333333333333334,33380.73333333334,5,6,4,4,4,2,4,5,1,1,3.6,5,6,4,4,4,4,5,5,1,1,3.9,3,3,2,1,1,1,2,2,1,1,1.7,3,6,2,3,1,1,2,2,1,1,2.2,17,6,24,34,3,23,1,15,0,0,12.3,6,1,4,3,10,8,3,0,0,0,3.5,6,3,16,22,51,27,54,21,0,0,20.0,4.0,0
15,9,26,11,34,32,72,62,1,1,26.3,0,0,0,1,0,1,0,0,5,5,1.2,385586.0,618353.0,611177.0,695467.0,387850.0,385114.0,548690.0,548174.0,694811.0,1558773.0,643399.5,15164.0,381726.0,29193.0,4406.0,8487.0,7880.0,3855.0,5170.0,694811.0,1558773.0,270946.5,6,6,6,5,6,5,6,5,1,1,4.7,8,8,6,6,7,11,7,5,1,1,6.0,2,2,0,1,2,13,1,0,0,0,2.1,13,7,26,10,32,19,71,62,1,1,24.2,370422.0,236627.0,581984.0,691061.0,379363.0,377234.0,544835.0,543004.0,0,0,372453.0,2436.5,28.333333333333332,23174.666666666668,44850.166666666664,88890.83333333333,32711.0,119645.66666666667,161753.33333333334,-0.8333333333333334,-0.8333333333333334,47348.88333333334,6,6,5,4,3,3,3,3,1,1,3.5,6,6,5,4,3,4,3,3,1,1,3.6,3,6,3,3,2,2,2,2,1,1,2.5,3,6,4,4,2,2,2,2,1,1,2.7,7,1,10,4,4,7,8,8,0,0,4.9,0,0,1,0,5,2,2,1,0,0,1.1,0,0,9,1,15,9,55,48,0,0,13.7,6.5,0
27,18,63,75,171,99,108,72,1,1,63.5,0,0,0,0,0,0,0,0,5,5,1.0,385414.0,602938.0,691152.0,689801.0,532292.0,901777.0,686408.0,1120825.0,906380.0,1639658.0,815664.5,292891.0,378710.0,96205.0,81302.0,17301.0,862.0,83700.0,444713.0,906380.0,1639658.0,394172.2,6,6,6,4,6,6,6,6,1,1,4.8,6,6,6,5,8,9,7,6,1,1,5.5,0,0,0,1,2,3,1,0,0,0,0.7,27,18,63,74,169,96,107,72,1,1,62.8,92523.0,224228.0,594947.0,608499.0,514991.0,900915.0,602708.0,676112.0,0,0,421492.3,1020.6666666666666,850.3333333333334,99636.66666666667,56606.833333333336,171755.16666666666,83158.0,116239.5,94649.66666666667,-0.8333333333333334,-0.8333333333333334,62391.51666666666,6,6,3,2,0,4,3,4,1,1,3.0,6,6,4,2,1,4,3,4,1,1,3.2,3,3,2,1,0,1,1,1,1,1,1.4,4,4,3,2,0,1,1,1,1,1,1.8,14,5,20,34,20,11,24,16,0,0,14.4,6,5,7,4,12,3,1,3,0,0,4.1,1,1,18,29,124,65,74,47,0,0,35.9,10.0,1
26,7,23,19,38,33,47,28,0,0,22.1,0,0,0,0,0,0,0,0,6,6,1.2,436035.0,447315.0,523554.0,691572.0,386309.0,385627.0,548273.0,545608.0,0.0,0.0,396429.3,171809.0,382829.0,354477.0,83650.0,31325.0,9463.0,89749.0,87548.0,0,0,121085.0,6,6,6,6,6,6,6,6,0,0,4.8,7,6,10,7,8,7,6,6,0,0,5.7,1,0,4,1,3,1,0,0,0,0,1.0,25,7,19,18,35,32,47,28,0,0,21.1,264226.0,64486.0,169077.0,607922.0,354984.0,376164.0,458524.0,458060.0,0,0,275344.3,10333.833333333334,8.333333333333334,4451.166666666667,22725.333333333332,106168.66666666667,62026.666666666664,47232.666666666664,2123.0,-1.0,-1.0,25506.76666666667,4,6,5,5,3,4,5,6,0,0,3.8,6,6,6,5,3,5,5,6,0,0,4.2,2,6,3,3,0,1,3,1,0,0,1.9,4,6,4,4,0,1,3,1,0,0,2.3,9,1,7,4,6,2,3,4,0,0,3.6,6,0,1,2,0,1,4,0,0,0,1.4,4,0,4,6,24,23,34,18,0,0,11.3,9.5,0
9,13,31,11,100,122,151,120,1,0,55.8,0,0,0,0,0,0,0,0,5,6,1.1,385922.0,624187.0,386226.0,430408.0,386746.0,432412.0,608130.0,555391.0,636828.0,0.0,444625.0,126765.0,383050.0,980.0,30263.0,3245.0,3547.0,12201.0,32174.0,636828.0,0,122905.3,6,6,5,5,6,6,5,6,1,0,4.6,6,6,5,5,6,6,6,6,1,0,4.7,0,0,0,0,0,0,2,0,0,0,0.2,9,13,31,11,100,122,149,120,1,0,55.6,259157.0,241137.0,385246.0,400145.0,383501.0,428865.0,1018045.0,523217.0,0,0,363931.3,62.5,165.16666666666666,1155.6666666666667,1232.1666666666667,51951.166666666664,44101.333333333336,56657.0,166080.0,-0.8333333333333334,-1.0,32140.31666666667,6,6,5,4,4,3,2,2,1,0,3.3,6,6,5,5,5,5,4,3,1,0,4.0,5,5,1,4,2,2,1,1,1,0,2.2,6,6,4,4,2,2,2,1,1,0,2.8,1,7,15,3,3,0,2,6,0,0,3.7,0,0,2,1,10,7,1,5,0,0,2.6,2,0,8,2,79,94,138,103,0,0,42.6,2.5,0
24,13,48,36,46,32,32,39,2,1,27.3,0,0,0,0,0,0,0,0,5,5,1.0,387506.0,388558.0,388131.0,388748.0,792052.0,524475.0,1129222.0,1302477.0,893185.0,1665978.0,786033.2,84392.0,380382.0,2520.0,5154.0,1902.0,2440.0,20376.0,8114.0,893119.0,1665978.0,306437.7,6,6,6,6,6,6,6,6,1,1,5.0,9,6,6,8,6,8,8,6,1,1,5.9,3,0,0,2,1,4,2,0,0,0,1.2,21,13,48,34,45,28,30,39,2,1,26.1,303114.0,8176.0,385611.0,383594.0,790150.0,522035.0,1108846.0,1294363.0,66.0,0,479595.5,7406.833333333333,224.16666666666666,31125.166666666668,73252.16666666667,219361.16666666666,11698.666666666666,248030.16666666666,88644.16666666667,10.166666666666666,-0.8333333333333334,67975.18333333332,5,6,3,3,2,4,3,4,1,1,3.2,6,6,6,3,2,6,3,4,1,1,3.8,2,5,0,2,0,1,2,3,1,1,1.7,4,6,0,2,0,1,2,3,1,1,2.0,6,4,14,12,1,0,1,4,0,0,4.2,7,2,2,2,2,2,1,2,0,0,2.0,2,1,17,14,36,19,21,23,1,0,13.4,10.0,1
164,95,19,71,40,101,7,2,0,0,49.9,0,0,4,2,3,4,5,5,6,6,3.5,387680.0,432801.0,264297.0,387323.0,258506.0,722543.0,185940.0,14947.0,0.0,0.0,265403.7,905.0,29197.0,120899.0,80207.0,405.0,1138.0,184866.0,14914.0,0,0,43253.1,5,6,1,4,1,1,1,1,0,0,2.0,14,8,2,5,2,1,3,2,0,0,3.7,14,2,2,1,1,0,2,1,0,0,2.3,150,93,17,70,39,101,5,1,0,0,47.6,386775.0,403604.0,693209.0,307116.0,258525.0,721405.0,1074.0,33.0,0,0,277174.1,2018.5,42821.5,-0.8333333333333334,50110.333333333336,24718.833333333332,52.333333333333336,120.83333333333333,-0.8333333333333334,-1.0,-1.0,11983.866666666665,4,4,1,3,0,1,1,1,0,0,1.5,5,4,1,3,0,1,1,1,0,0,1.6,3,2,1,2,0,0,0,1,0,0,0.9,3,3,1,2,0,1,1,1,0,0,1.2,74,37,0,15,1,0,0,0,0,0,12.7,26,34,3,9,3,32,1,0,0,0,10.8,50,16,14,42,34,68,3,0,0,0,22.7,2.0,0
15,30,21,16,36,41,0,0,0,0,15.9,0,0,0,0,0,0,6,6,6,6,2.4,386462.0,388078.0,387742.0,388307.0,107424.0,388599.0,0.0,0.0,0.0,0.0,204661.2,267785.0,178657.0,527.0,744.0,188.0,85255.0,0,0,0,0,53315.6,6,6,5,6,5,6,0,0,0,0,3.4,10,13,6,8,7,12,0,0,0,0,5.6,4,10,0,2,2,6,0,0,0,0,2.4,11,20,21,14,34,35,0,0,0,0,13.5,118677.0,209421.0,388355.0,387563.0,107236.0,303344.0,0,0,0,0,151459.6,150.33333333333334,5098.5,16993.833333333332,3243.1666666666665,12358.833333333334,1309.0,-1.0,-1.0,-1.0,-1.0,3914.9666666666662,6,5,5,5,4,6,0,0,0,0,3.1,6,6,5,6,5,6,0,0,0,0,3.4,5,4,3,4,3,4,0,0,0,0,2.3,6,5,4,4,3,4,0,0,0,0,2.6,3,7,11,5,10,10,0,0,0,0,4.6,0,6,1,0,4,7,0,0,0,0,1.8,2,4,3,3,12,12,0,0,0,0,3.6,4.0,0
