46,37,60,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95,1,5,0,0,0,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.65,8,5,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,46,37,60,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,244462.0,71344.0,8892.0,347312.0,26013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34901.15,26995.333333333332,12544.0,668.0,2463.4285714285716,4634.571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2364.5166666666664,7,3,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,7,5,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,7,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,7,3,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,28,19,24,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,5,5,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1
14,54,28,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,1,5,4,3,6,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,5.3,8,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,54,28,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,328324.0,490310.0,3731.0,3999.0,853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41360.85,124.77777777777777,13630.90909090909,131.875,327.7142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,709.9638077200577,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3,19,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,24,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,3,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1
11,59,45,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,1,0,0,0,0,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.4,8,11,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,11,59,43,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,75370.0,273095.0,488063.0,386195.0,155664.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68919.35,9.333333333333334,26395.0,28719.375,3080.285714285714,57875.42857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5803.221130952381,8,8,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,8,10,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,8,7,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,8,7,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,31,24,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1,13,6,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1
13,18,19,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,1,0,0,0,6,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.7,8,12,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,13,17,16,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,11542.0,147987.0,258679.0,90658.0,251606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38023.6,49.0,4711.818181818182,26890.625,24.857142857142858,35942.857142857145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3380.2078733766234,8,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,8,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,7,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,8,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,3,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1
31,75,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,0,5,4,7,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,5.2,9,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,30,74,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,326877.0,597983.0,156060.0,104344.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59263.2,18129.333333333332,52946.27272727273,19314.25,14771.142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5257.249945887446,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,7,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,16,41,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,5,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
30,60,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,1,0,0,1,7,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.8,9,14,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,29,53,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,330061.0,85287.0,220675.0,82305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35916.4,36591.444444444445,2893.0,871.75,2461.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2140.0597222222223,6,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,6,11,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,6,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6,18,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,7,17,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,1
29,87,68,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45,1,0,0,0,2,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.5,11,16,15,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,3,7,9,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,26,80,59,65,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65,274023.0,124176.0,589103.0,44058.0,243498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63742.9,200.22222222222223,975.9090909090909,832.25,1496.2857142857142,260.85714285714283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,187.5262085137085,8,11,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,8,11,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,6,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,7,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,8,25,21,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,24,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1,15,9,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,1
16,63,22,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,2,4,2,6,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,5.1,8,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,16,61,22,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,163208.0,226160.0,60540.0,47785.0,466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24907.95,171.0,996.4545454545455,7566.25,6539.571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,762.8637987012987,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,8,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,8,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,3,36,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,4,7,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1,10,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1
27,93,118,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,1,0,0,0,7,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.75,8,17,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,7,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,27,86,94,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,160518.0,379229.0,536494.0,303789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69001.5,35426.666666666664,13659.818181818182,15911.0,2335.1428571428573,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3365.8313852813853,6,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,6,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,25,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,11,30,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,5,21,34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,0
22,55,21,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,1,0,0,0,6,7,7,7,7,7,6,7,6,5,5,5,5,3,5,5,4.7,10,13,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,19,45,21,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,23374.0,455310.0,159276.0,89963.0,368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36414.55,2236.222222222222,3678.909090909091,19244.625,5.0,51.714285714285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1260.07352994228,7,10,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,8,11,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,7,8,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,6,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1
