24,17,19,3,0,0,0,0,0,0,6.3,0,0,0,5,6,6,6,6,6,6,4.1,432748.0,606647.0,702559.0,722132.0,0.0,0.0,0.0,0.0,0.0,0.0,246408.6,89197.0,92512.0,84896.0,721983.0,0,0,0,0,0,0,98858.8,6,6,5,1,0,0,0,0,0,0,1.8,10,6,5,1,0,0,0,0,0,0,2.2,4,0,0,0,0,0,0,0,0,0,0.4,20,17,19,3,0,0,0,0,0,0,5.9,343551.0,514135.0,617663.0,149.0,0,0,0,0,0,0,147549.8,51468.166666666664,36791.5,575.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8885.266666666666,3,5,5,1,0,0,0,0,0,0,1.4,4,5,5,1,0,0,0,0,0,0,1.5,2,3,3,1,0,0,0,0,0,0,0.9,3,3,4,1,0,0,0,0,0,0,1.1,7,8,11,1,0,0,0,0,0,0,2.7,7,0,0,1,0,0,0,0,0,0,0.8,0,3,0,0,0,0,0,0,0,0,0.3,0
11,34,41,0,0,0,0,0,0,0,8.6,0,0,0,6,6,6,6,6,6,6,4.2,386022.0,185696.0,610858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118257.6,82915.0,82528.0,6132.0,0,0,0,0,0,0,0,17157.5,6,6,6,0,0,0,0,0,0,0,1.8,6,6,7,0,0,0,0,0,0,0,1.9,0,0,1,0,0,0,0,0,0,0,0.1,11,34,40,0,0,0,0,0,0,0,8.5,303107.0,103168.0,604726.0,0,0,0,0,0,0,0,101100.1,161.16666666666666,688.5,44923.333333333336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4576.6,6,6,3,0,0,0,0,0,0,0,1.5,6,6,5,0,0,0,0,0,0,0,1.7,4,2,0,0,0,0,0,0,0,0,0.6,6,4,0,0,0,0,0,0,0,0,1.0,5,15,16,0,0,0,0,0,0,0,3.6,0,11,4,0,0,0,0,0,0,0,1.5,0,2,13,0,0,0,0,0,0,0,1.5,0
35,16,55,0,0,0,0,0,0,0,10.6,0,0,0,6,6,6,6,6,6,6,4.2,387106.0,386929.0,385429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115946.4,193210.0,206691.0,10976.0,0,0,0,0,0,0,0,41087.7,6,6,6,0,0,0,0,0,0,0,1.8,6,6,6,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0.0,35,16,55,0,0,0,0,0,0,0,10.6,193896.0,180238.0,374453.0,0,0,0,0,0,0,0,74858.7,17809.0,379.1666666666667,78304.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9648.516666666666,5,6,4,0,0,0,0,0,0,0,1.5,5,6,4,0,0,0,0,0,0,0,1.5,3,3,2,0,0,0,0,0,0,0,0.8,3,6,2,0,0,0,0,0,0,0,1.1,17,6,24,0,0,0,0,0,0,0,4.7,6,1,4,0,0,0,0,0,0,0,1.1,6,3,16,0,0,0,0,0,0,0,2.5,0
15,9,26,1,0,0,0,0,0,0,5.1,0,0,0,5,6,6,6,6,6,6,4.1,385586.0,618353.0,611177.0,695467.0,0.0,0.0,0.0,0.0,0.0,0.0,231058.3,15164.0,381726.0,29193.0,695467.0,0,0,0,0,0,0,112155.0,6,6,6,1,0,0,0,0,0,0,1.9,8,8,6,1,0,0,0,0,0,0,2.3,2,2,0,0,0,0,0,0,0,0,0.4,13,7,26,1,0,0,0,0,0,0,4.7,370422.0,236627.0,581984.0,0,0,0,0,0,0,0,118903.3,2436.5,28.333333333333332,23174.666666666668,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2563.266666666667,6,6,5,1,0,0,0,0,0,0,1.8,6,6,5,1,0,0,0,0,0,0,1.8,3,6,3,1,0,0,0,0,0,0,1.3,3,6,4,1,0,0,0,0,0,0,1.4,7,1,10,0,0,0,0,0,0,0,1.8,0,0,1,0,0,0,0,0,0,0,0.1,0,0,9,0,0,0,0,0,0,0,0.9,0
27,18,63,4,0,0,0,0,0,0,11.2,0,0,0,5,6,6,6,6,6,6,4.1,385414.0,602938.0,691152.0,689801.0,0.0,0.0,0.0,0.0,0.0,0.0,236930.5,292891.0,378710.0,96205.0,689478.0,0,0,0,0,0,0,145728.4,6,6,6,1,0,0,0,0,0,0,1.9,6,6,6,1,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0.0,27,18,63,4,0,0,0,0,0,0,11.2,92523.0,224228.0,594947.0,323.0,0,0,0,0,0,0,91202.1,1020.6666666666666,850.3333333333334,99636.66666666667,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10155.466666666667,6,6,3,1,0,0,0,0,0,0,1.6,6,6,4,1,0,0,0,0,0,0,1.7,3,3,2,0,0,0,0,0,0,0,0.8,4,4,3,1,0,0,0,0,0,0,1.2,14,5,20,0,0,0,0,0,0,0,3.9,6,5,7,0,0,0,0,0,0,0,1.8,1,1,18,3,0,0,0,0,0,0,2.3,1
26,7,23,1,0,0,0,0,0,0,5.7,0,0,0,5,6,6,6,6,6,6,4.1,436035.0,447315.0,523554.0,691572.0,0.0,0.0,0.0,0.0,0.0,0.0,209847.6,171809.0,382829.0,354477.0,691572.0,0,0,0,0,0,0,160068.7,6,6,6,1,0,0,0,0,0,0,1.9,7,6,10,1,0,0,0,0,0,0,2.4,1,0,4,0,0,0,0,0,0,0,0.5,25,7,19,1,0,0,0,0,0,0,5.2,264226.0,64486.0,169077.0,0,0,0,0,0,0,0,49778.9,10333.833333333334,8.333333333333334,4451.166666666667,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1478.65,4,6,5,1,0,0,0,0,0,0,1.6,6,6,6,1,0,0,0,0,0,0,1.9,2,6,3,1,0,0,0,0,0,0,1.2,4,6,4,1,0,0,0,0,0,0,1.5,9,1,7,0,0,0,0,0,0,0,1.7,6,0,1,0,0,0,0,0,0,0,0.7,4,0,4,0,0,0,0,0,0,0,0.8,0
9,13,31,0,0,0,0,0,0,0,5.3,0,0,0,6,6,6,6,6,6,6,4.2,385922.0,624187.0,386226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139633.5,126765.0,383050.0,980.0,0,0,0,0,0,0,0,51079.5,6,6,5,0,0,0,0,0,0,0,1.7,6,6,5,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0.0,9,13,31,0,0,0,0,0,0,0,5.3,259157.0,241137.0,385246.0,0,0,0,0,0,0,0,88554.0,62.5,165.16666666666666,1155.6666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,137.63333333333335,6,6,5,0,0,0,0,0,0,0,1.7,6,6,5,0,0,0,0,0,0,0,1.7,5,5,1,0,0,0,0,0,0,0,1.1,6,6,4,0,0,0,0,0,0,0,1.6,1,7,15,0,0,0,0,0,0,0,2.3,0,0,2,0,0,0,0,0,0,0,0.2,2,0,8,0,0,0,0,0,0,0,1.0,0
24,13,48,0,0,0,0,0,0,0,8.5,0,0,0,6,6,6,6,6,6,6,4.2,387506.0,388558.0,388131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116419.5,84392.0,380382.0,2520.0,0,0,0,0,0,0,0,46729.4,6,6,6,0,0,0,0,0,0,0,1.8,9,6,6,0,0,0,0,0,0,0,2.1,3,0,0,0,0,0,0,0,0,0,0.3,21,13,48,0,0,0,0,0,0,0,8.2,303114.0,8176.0,385611.0,0,0,0,0,0,0,0,69690.1,7406.833333333333,224.16666666666666,31125.166666666668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3874.916666666667,5,6,3,0,0,0,0,0,0,0,1.4,6,6,6,0,0,0,0,0,0,0,1.8,2,5,0,0,0,0,0,0,0,0,0.7,4,6,0,0,0,0,0,0,0,0,1.0,6,4,14,0,0,0,0,0,0,0,2.4,7,2,2,0,0,0,0,0,0,0,1.1,2,1,17,0,0,0,0,0,0,0,2.0,1
164,95,12,0,0,0,0,0,0,0,27.1,0,0,4,6,6,6,6,6,6,6,4.6,387680.0,432801.0,264297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108477.8,905.0,29197.0,120899.0,0,0,0,0,0,0,0,15100.1,5,6,1,0,0,0,0,0,0,0,1.2,14,8,2,0,0,0,0,0,0,0,2.4,14,2,2,0,0,0,0,0,0,0,1.8,150,93,10,0,0,0,0,0,0,0,25.3,386775.0,403604.0,143398.0,0,0,0,0,0,0,0,93377.7,2018.5,42821.5,-0.8333333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4483.216666666666,4,4,1,0,0,0,0,0,0,0,0.9,5,4,1,0,0,0,0,0,0,0,1.0,3,2,1,0,0,0,0,0,0,0,0.6,3,3,1,0,0,0,0,0,0,0,0.7,74,37,0,0,0,0,0,0,0,0,11.1,26,34,0,0,0,0,0,0,0,0,6.0,50,16,10,0,0,0,0,0,0,0,7.6,0
15,30,20,0,0,0,0,0,0,0,6.5,0,0,1,6,6,6,6,6,6,6,4.3,386462.0,388078.0,387742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116228.2,267785.0,178657.0,527.0,0,0,0,0,0,0,0,44696.9,6,6,5,0,0,0,0,0,0,0,1.7,10,13,5,0,0,0,0,0,0,0,2.8,4,10,0,0,0,0,0,0,0,0,1.4,11,20,20,0,0,0,0,0,0,0,5.1,118677.0,209421.0,387215.0,0,0,0,0,0,0,0,71531.3,150.33333333333334,5098.5,16993.666666666668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2223.55,6,5,4,0,0,0,0,0,0,0,1.5,6,6,4,0,0,0,0,0,0,0,1.6,5,4,2,0,0,0,0,0,0,0,1.1,6,5,3,0,0,0,0,0,0,0,1.4,3,7,11,0,0,0,0,0,0,0,2.1,0,6,1,0,0,0,0,0,0,0,0.7,2,4,3,0,0,0,0,0,0,0,0.9,0
70,32,90,0,0,0,0,0,0,0,19.2,0,0,0,6,6,6,6,6,6,6,4.2,443919.0,978619.0,789412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221195.0,372890.0,520861.0,188291.0,0,0,0,0,0,0,0,108204.2,6,6,6,0,0,0,0,0,0,0,1.8,10,6,6,0,0,0,0,0,0,0,2.2,4,0,0,0,0,0,0,0,0,0,0.4,66,32,90,0,0,0,0,0,0,0,18.8,71029.0,457758.0,601121.0,0,0,0,0,0,0,0,112990.8,10022.166666666666,15534.833333333334,37586.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6313.65,5,5,4,0,0,0,0,0,0,0,1.4,6,6,5,0,0,0,0,0,0,0,1.7,2,2,1,0,0,0,0,0,0,0,0.5,2,4,2,0,0,0,0,0,0,0,0.8,36,12,41,0,0,0,0,0,0,0,8.9,12,10,12,0,0,0,0,0,0,0,3.4,12,4,20,0,0,0,0,0,0,0,3.6,1
